query_index,candidate_index,query_figure_id,candidate_figure_id,query_paper_id,candidate_paper_id,query_field,candidate_field,similarity,rank,negative_type
6538,33169,FIG_00006539,FIG_00033170,2605.30155v2,2512.13927v1,AI,BIOINFO,0.8759052753448486,17,inter_paper
6544,27097,FIG_00006545,FIG_00027098,2605.30120v2,2605.07877v1,AI,ROBOTICS,0.8976694345474243,1,inter_paper
6544,32864,FIG_00006545,FIG_00032865,2605.30120v2,2512.21895v1,AI,BIOINFO,0.897053599357605,2,inter_paper
6544,29888,FIG_00006545,FIG_00029889,2605.30120v2,2604.18548v1,AI,BIOINFO,0.8917405009269714,3,inter_paper
6544,28405,FIG_00006545,FIG_00028406,2605.30120v2,2601.12174v1,AI,IMAGING,0.8890005350112915,4,inter_paper
6544,22955,FIG_00006545,FIG_00022956,2605.30120v2,2605.20758v1,AI,ROBOTICS,0.8825313448905945,5,inter_paper
6544,15409,FIG_00006545,FIG_00015410,2605.30120v2,2605.05522v1,AI,IMAGING,0.8820717334747314,6,inter_paper
6544,32727,FIG_00006545,FIG_00032728,2605.30120v2,2601.00050v3,AI,BIOINFO,0.8819595575332642,7,inter_paper
6544,34313,FIG_00006545,FIG_00034314,2605.30120v2,2511.13141v1,AI,BIOINFO,0.8798496723175049,8,inter_paper
6544,29112,FIG_00006545,FIG_00029113,2605.30120v2,2605.15839v1,AI,BIOINFO,0.8782026767730713,9,inter_paper
6544,6739,FIG_00006545,FIG_00006740,2605.30120v2,2605.31273v1,AI,ML,0.8762245774269104,10,inter_paper
6544,10637,FIG_00006545,FIG_00010638,2605.30120v2,2605.26990v1,AI,ML,0.8742728233337402,11,inter_paper
6544,13177,FIG_00006545,FIG_00013178,2605.30120v2,2605.29460v1,AI,CV,0.8735204339027405,12,inter_paper
6545,13067,FIG_00006546,FIG_00013068,2605.30120v2,2605.29583v1,AI,CV,0.8980664014816284,6,inter_paper
6545,27693,FIG_00006546,FIG_00027694,2605.30120v2,2602.00184v1,AI,IMAGING,0.8934566974639893,7,inter_paper
6545,33616,FIG_00006546,FIG_00033617,2605.30120v2,2512.03286v1,AI,BIOINFO,0.8929400444030762,8,inter_paper
6545,18802,FIG_00006546,FIG_00018803,2605.30120v2,2603.05834v1,AI,IMAGING,0.8925665616989136,9,inter_paper
6545,10890,FIG_00006546,FIG_00010891,2605.30120v2,2605.26632v1,AI,ML,0.8903196454048157,10,inter_paper
6545,9652,FIG_00006546,FIG_00009653,2605.30120v2,2605.28209v1,AI,ML,0.8888415098190308,11,inter_paper
6545,17390,FIG_00006546,FIG_00017391,2605.30120v2,2603.28489v2,AI,IMAGING,0.8869196176528931,12,inter_paper
6545,23619,FIG_00006546,FIG_00023620,2605.30120v2,2605.19004v1,AI,ROBOTICS,0.8859977126121521,13,inter_paper
6545,32001,FIG_00006546,FIG_00032002,2605.30120v2,2601.20891v1,AI,BIOINFO,0.884595513343811,14,inter_paper
6545,11110,FIG_00006546,FIG_00011111,2605.30120v2,2605.26509v1,AI,ML,0.8844925165176392,15,inter_paper
6545,16989,FIG_00006546,FIG_00016990,2605.30120v2,2604.04490v1,AI,IMAGING,0.8840736150741577,16,inter_paper
6545,33185,FIG_00006546,FIG_00033186,2605.30120v2,2512.13927v1,AI,BIOINFO,0.8831632137298584,17,inter_paper
6548,27063,FIG_00006549,FIG_00027064,2605.30039v2,2605.08330v1,AI,ROBOTICS,0.8771458268165588,2,inter_paper
6548,15322,FIG_00006549,FIG_00015323,2605.30039v2,2605.21500v1,AI,IMAGING,0.8767509460449219,3,inter_paper
6548,21392,FIG_00006549,FIG_00021393,2605.30039v2,2605.26856v1,AI,ROBOTICS,0.8654048442840576,4,inter_paper
6548,29162,FIG_00006549,FIG_00029163,2605.30039v2,2605.14812v1,AI,BIOINFO,0.8608798980712891,5,inter_paper
6548,24550,FIG_00006549,FIG_00024551,2605.30039v2,2605.15654v1,AI,ROBOTICS,0.8607578277587891,6,inter_paper
6548,21176,FIG_00006549,FIG_00021177,2605.30039v2,2605.28097v1,AI,ROBOTICS,0.8585999608039856,7,inter_paper
6548,31302,FIG_00006549,FIG_00031303,2605.30039v2,2602.19295v1,AI,BIOINFO,0.8568152785301208,8,inter_paper
6548,33611,FIG_00006549,FIG_00033612,2605.30039v2,2512.03460v1,AI,BIOINFO,0.8553810119628906,9,inter_paper
6548,29163,FIG_00006549,FIG_00029164,2605.30039v2,2605.14812v1,AI,BIOINFO,0.8533119559288025,10,inter_paper
6549,6696,FIG_00006550,FIG_00006697,2605.30039v2,2605.27255v2,AI,AI,0.8239656686782837,1,inter_paper
6549,17533,FIG_00006550,FIG_00017534,2605.30039v2,2603.25945v1,AI,IMAGING,0.8230202794075012,2,inter_paper
6549,17534,FIG_00006550,FIG_00017535,2605.30039v2,2603.25945v1,AI,IMAGING,0.818520724773407,3,inter_paper
6549,24294,FIG_00006550,FIG_00024295,2605.30039v2,2605.16258v2,AI,ROBOTICS,0.8118702173233032,4,inter_paper
6549,31250,FIG_00006550,FIG_00031251,2605.30039v2,2602.21993v1,AI,BIOINFO,0.8112345933914185,5,inter_paper
6549,31253,FIG_00006550,FIG_00031254,2605.30039v2,2602.21993v1,AI,BIOINFO,0.8099105358123779,6,inter_paper
6549,24257,FIG_00006550,FIG_00024258,2605.30039v2,2605.16673v1,AI,ROBOTICS,0.8079788684844971,7,inter_paper
6549,31251,FIG_00006550,FIG_00031252,2605.30039v2,2602.21993v1,AI,BIOINFO,0.807519793510437,8,inter_paper
6549,31932,FIG_00006550,FIG_00031933,2605.30039v2,2602.02558v1,AI,BIOINFO,0.8002070188522339,9,inter_paper
6549,8048,FIG_00006550,FIG_00008049,2605.30039v2,2605.30170v1,AI,ML,0.788533091545105,10,inter_paper
6549,16989,FIG_00006550,FIG_00016990,2605.30039v2,2604.04490v1,AI,IMAGING,0.7873256206512451,11,inter_paper
6549,27068,FIG_00006550,FIG_00027069,2605.30039v2,2605.08020v1,AI,ROBOTICS,0.7864018082618713,12,inter_paper
6549,9595,FIG_00006550,FIG_00009596,2605.30039v2,2605.28226v1,AI,ML,0.7856874465942383,13,inter_paper
6549,28446,FIG_00006550,FIG_00028447,2605.30039v2,2601.11684v1,AI,IMAGING,0.7842426300048828,14,inter_paper
6549,7585,FIG_00006550,FIG_00007586,2605.30039v2,2605.30640v1,AI,ML,0.7833998203277588,15,inter_paper
6550,6551,FIG_00006551,FIG_00006552,2605.30039v2,2605.30039v2,AI,AI,0.8756824731826782,1,intra_paper
6554,6558,FIG_00006555,FIG_00006559,2605.30039v2,2605.30039v2,AI,AI,0.8680170178413391,4,intra_paper
6554,6557,FIG_00006555,FIG_00006558,2605.30039v2,2605.30039v2,AI,AI,0.858039140701294,5,intra_paper
6554,14420,FIG_00006555,FIG_00014421,2605.30039v2,2605.21865v1,AI,IMAGING,0.8497899770736694,6,inter_paper
6554,10001,FIG_00006555,FIG_00010002,2605.30039v2,2605.27835v1,AI,ML,0.8484731912612915,7,inter_paper
6554,24198,FIG_00006555,FIG_00024199,2605.30039v2,2605.16858v1,AI,ROBOTICS,0.8474400639533997,8,inter_paper
6554,11932,FIG_00006555,FIG_00011933,2605.30039v2,2605.31557v1,AI,CV,0.84401535987854,9,inter_paper
6554,6610,FIG_00006555,FIG_00006611,2605.30039v2,2605.29640v2,AI,AI,0.8424679040908813,10,inter_paper
6554,10000,FIG_00006555,FIG_00010001,2605.30039v2,2605.27835v1,AI,ML,0.8405655026435852,11,inter_paper
6556,6558,FIG_00006557,FIG_00006559,2605.30039v2,2605.30039v2,AI,AI,0.886600911617279,2,intra_paper
6556,29249,FIG_00006557,FIG_00029250,2605.30039v2,2605.11258v1,AI,BIOINFO,0.8834939002990723,3,inter_paper
6556,6557,FIG_00006557,FIG_00006558,2605.30039v2,2605.30039v2,AI,AI,0.882526695728302,4,intra_paper
6556,10001,FIG_00006557,FIG_00010002,2605.30039v2,2605.27835v1,AI,ML,0.8664801120758057,5,inter_paper
6556,34484,FIG_00006557,FIG_00034485,2605.30039v2,2511.09017v1,AI,BIOINFO,0.8645841479301453,6,inter_paper
6556,25951,FIG_00006557,FIG_00025952,2605.30039v2,2605.11564v1,AI,ROBOTICS,0.8528828024864197,7,inter_paper
6556,29395,FIG_00006557,FIG_00029396,2605.30039v2,2605.05985v1,AI,BIOINFO,0.8522811532020569,8,inter_paper
6556,15771,FIG_00006557,FIG_00015772,2605.30039v2,2604.26223v4,AI,IMAGING,0.8495337963104248,9,inter_paper
6556,14420,FIG_00006557,FIG_00014421,2605.30039v2,2605.21865v1,AI,IMAGING,0.849169135093689,10,inter_paper
6556,31197,FIG_00006557,FIG_00031198,2605.30039v2,2602.24258v1,AI,BIOINFO,0.8481504917144775,11,inter_paper
6557,6559,FIG_00006558,FIG_00006560,2605.30039v2,2605.30039v2,AI,AI,0.8966894149780273,2,intra_paper
6557,19376,FIG_00006558,FIG_00019377,2605.30039v2,2602.22140v1,AI,IMAGING,0.8938374519348145,3,inter_paper
6557,17247,FIG_00006558,FIG_00017248,2605.30039v2,2604.01264v1,AI,IMAGING,0.8916320204734802,4,inter_paper
6557,15771,FIG_00006558,FIG_00015772,2605.30039v2,2604.26223v4,AI,IMAGING,0.8844200968742371,5,inter_paper
6557,34484,FIG_00006558,FIG_00034485,2605.30039v2,2511.09017v1,AI,BIOINFO,0.8810164928436279,6,inter_paper
6557,15772,FIG_00006558,FIG_00015773,2605.30039v2,2604.26223v4,AI,IMAGING,0.8808990120887756,7,inter_paper
6557,31197,FIG_00006558,FIG_00031198,2605.30039v2,2602.24258v1,AI,BIOINFO,0.866744875907898,8,inter_paper
6557,10439,FIG_00006558,FIG_00010440,2605.30039v2,2605.27259v1,AI,ML,0.858487606048584,9,inter_paper
6557,34483,FIG_00006558,FIG_00034484,2605.30039v2,2511.09017v1,AI,BIOINFO,0.8557993173599243,10,inter_paper
6557,11400,FIG_00006558,FIG_00011401,2605.30039v2,2605.26320v1,AI,ML,0.8556495904922485,11,inter_paper
6557,29792,FIG_00006558,FIG_00029793,2605.30039v2,2604.21828v1,AI,BIOINFO,0.8479169607162476,12,inter_paper
6558,29792,FIG_00006559,FIG_00029793,2605.30039v2,2604.21828v1,AI,BIOINFO,0.8757283687591553,2,inter_paper
6558,34484,FIG_00006559,FIG_00034485,2605.30039v2,2511.09017v1,AI,BIOINFO,0.8730995655059814,3,inter_paper
6558,17247,FIG_00006559,FIG_00017248,2605.30039v2,2604.01264v1,AI,IMAGING,0.8661367297172546,4,inter_paper
6558,19376,FIG_00006559,FIG_00019377,2605.30039v2,2602.22140v1,AI,IMAGING,0.8625155091285706,5,inter_paper
6558,15771,FIG_00006559,FIG_00015772,2605.30039v2,2604.26223v4,AI,IMAGING,0.8614846467971802,6,inter_paper
6558,31197,FIG_00006559,FIG_00031198,2605.30039v2,2602.24258v1,AI,BIOINFO,0.8485907316207886,7,inter_paper
6558,31192,FIG_00006559,FIG_00031193,2605.30039v2,2602.24258v1,AI,BIOINFO,0.8446159958839417,8,inter_paper
6558,8802,FIG_00006559,FIG_00008803,2605.30039v2,2605.29136v1,AI,ML,0.8369706869125366,9,inter_paper
6558,33960,FIG_00006559,FIG_00033961,2605.30039v2,2511.21919v1,AI,BIOINFO,0.8363162279129028,10,inter_paper
6559,34484,FIG_00006560,FIG_00034485,2605.30039v2,2511.09017v1,AI,BIOINFO,0.8943437933921814,1,inter_paper
6559,10908,FIG_00006560,FIG_00010909,2605.30039v2,2605.26631v1,AI,ML,0.8889308571815491,2,inter_paper
6559,25951,FIG_00006560,FIG_00025952,2605.30039v2,2605.11564v1,AI,ROBOTICS,0.8740023374557495,3,inter_paper
6559,26124,FIG_00006560,FIG_00026125,2605.30039v2,2605.10921v1,AI,ROBOTICS,0.8702911138534546,4,inter_paper
6559,15771,FIG_00006560,FIG_00015772,2605.30039v2,2604.26223v4,AI,IMAGING,0.8702486157417297,5,inter_paper
6560,30163,FIG_00006561,FIG_00030164,2605.30394v1,2604.09451v1,AI,BIOINFO,0.8928598165512085,6,inter_paper
6560,26598,FIG_00006561,FIG_00026599,2605.30394v1,2605.09613v1,AI,ROBOTICS,0.8896388411521912,7,inter_paper
6560,23530,FIG_00006561,FIG_00023531,2605.30394v1,2605.19120v1,AI,ROBOTICS,0.887800931930542,8,inter_paper
6560,23622,FIG_00006561,FIG_00023623,2605.30394v1,2605.18746v2,AI,ROBOTICS,0.8861912488937378,9,inter_paper
6560,26596,FIG_00006561,FIG_00026597,2605.30394v1,2605.09613v1,AI,ROBOTICS,0.8775686621665955,10,inter_paper
6560,31574,FIG_00006561,FIG_00031575,2605.30394v1,2602.10168v2,AI,BIOINFO,0.876227855682373,11,inter_paper
6560,18569,FIG_00006561,FIG_00018570,2605.30394v1,2603.13392v1,AI,IMAGING,0.8738070726394653,12,inter_paper
6560,29672,FIG_00006561,FIG_00029673,2605.30394v1,2605.00925v1,AI,BIOINFO,0.8730486035346985,13,inter_paper
6560,31372,FIG_00006561,FIG_00031373,2605.30394v1,2603.06618v1,AI,BIOINFO,0.8687167167663574,14,inter_paper
6562,15134,FIG_00006563,FIG_00015135,2605.30394v1,2605.09699v1,AI,IMAGING,0.8950688242912292,6,inter_paper
6562,23307,FIG_00006563,FIG_00023308,2605.30394v1,2605.19592v1,AI,ROBOTICS,0.8916944265365601,7,inter_paper
6562,7006,FIG_00006563,FIG_00007007,2605.30394v1,2605.31291v1,AI,ML,0.8906416296958923,8,inter_paper
6562,12572,FIG_00006563,FIG_00012573,2605.30394v1,2605.30325v1,AI,CV,0.8897950649261475,9,inter_paper
6562,19713,FIG_00006563,FIG_00019714,2605.30394v1,2602.17901v2,AI,IMAGING,0.8857977390289307,10,inter_paper
6562,8162,FIG_00006563,FIG_00008163,2605.30394v1,2605.29983v1,AI,ML,0.8845815658569336,11,inter_paper
6562,7299,FIG_00006563,FIG_00007300,2605.30394v1,2605.30858v1,AI,ML,0.8797029256820679,12,inter_paper
6562,23542,FIG_00006563,FIG_00023543,2605.30394v1,2605.19120v1,AI,ROBOTICS,0.8795620203018188,13,inter_paper
6563,17038,FIG_00006564,FIG_00017039,2605.30394v1,2604.22788v1,AI,IMAGING,0.8956009745597839,3,inter_paper
6563,28509,FIG_00006564,FIG_00028510,2605.30394v1,2601.10912v5,AI,IMAGING,0.8929544687271118,4,inter_paper
6563,8496,FIG_00006564,FIG_00008497,2605.30394v1,2605.29634v1,AI,ML,0.8858488202095032,5,inter_paper
6563,30451,FIG_00006564,FIG_00030452,2605.30394v1,2603.27303v1,AI,BIOINFO,0.8845704793930054,6,inter_paper
6563,11104,FIG_00006564,FIG_00011105,2605.30394v1,2605.26523v1,AI,ML,0.8825382590293884,7,inter_paper
6563,8181,FIG_00006564,FIG_00008182,2605.30394v1,2605.29979v1,AI,ML,0.878311038017273,8,inter_paper
6564,8407,FIG_00006565,FIG_00008408,2605.30394v1,2605.29720v1,AI,ML,0.8692966103553772,1,inter_paper
6564,25864,FIG_00006565,FIG_00025865,2605.30394v1,2605.11825v1,AI,ROBOTICS,0.8508506417274475,2,inter_paper
6564,8079,FIG_00006565,FIG_00008080,2605.30394v1,2605.30166v1,AI,ML,0.8442474603652954,3,inter_paper
6564,25863,FIG_00006565,FIG_00025864,2605.30394v1,2605.11825v1,AI,ROBOTICS,0.8381457328796387,4,inter_paper
6564,17778,FIG_00006565,FIG_00017779,2605.30394v1,2603.23297v1,AI,IMAGING,0.8375840187072754,5,inter_paper
6564,28078,FIG_00006565,FIG_00028079,2605.30394v1,2602.02508v1,AI,IMAGING,0.8330533504486084,6,inter_paper
6564,9416,FIG_00006565,FIG_00009417,2605.30394v1,2605.28507v1,AI,ML,0.8320724964141846,7,inter_paper
6564,7337,FIG_00006565,FIG_00007338,2605.30394v1,2605.30831v1,AI,ML,0.8308842778205872,8,inter_paper
6564,7789,FIG_00006565,FIG_00007790,2605.30394v1,2605.30470v1,AI,ML,0.8307420611381531,9,inter_paper
6564,29926,FIG_00006565,FIG_00029927,2605.30394v1,2604.16896v1,AI,BIOINFO,0.830725908279419,10,inter_paper
6564,11875,FIG_00006565,FIG_00011876,2605.30394v1,2605.31591v1,AI,CV,0.8302872180938721,11,inter_paper
6564,25231,FIG_00006565,FIG_00025232,2605.30394v1,2605.13401v1,AI,ROBOTICS,0.8287108540534973,12,inter_paper
6564,31619,FIG_00006565,FIG_00031620,2605.30394v1,2602.08213v1,AI,BIOINFO,0.8276938796043396,13,inter_paper
6564,25230,FIG_00006565,FIG_00025231,2605.30394v1,2605.13401v1,AI,ROBOTICS,0.8267592191696167,14,inter_paper
6565,29197,FIG_00006566,FIG_00029198,2605.30393v1,2605.18831v1,AI,BIOINFO,0.8929604291915894,1,inter_paper
6565,9054,FIG_00006566,FIG_00009055,2605.30393v1,2605.28767v1,AI,ML,0.8916109800338745,2,inter_paper
6565,21389,FIG_00006566,FIG_00021390,2605.30393v1,2605.26856v1,AI,ROBOTICS,0.8901685476303101,3,inter_paper
6565,6654,FIG_00006566,FIG_00006655,2605.30393v1,2605.28918v1,AI,AI,0.8853936791419983,4,inter_paper
6565,6708,FIG_00006566,FIG_00006709,2605.30393v1,2605.26942v2,AI,AI,0.8740262389183044,5,inter_paper
6565,12517,FIG_00006566,FIG_00012518,2605.30393v1,2605.30467v1,AI,CV,0.8718427419662476,6,inter_paper
6565,10440,FIG_00006566,FIG_00010441,2605.30393v1,2605.27259v1,AI,ML,0.8705494999885559,7,inter_paper
6565,16770,FIG_00006566,FIG_00016771,2605.30393v1,2604.07477v1,AI,IMAGING,0.8700175285339355,8,inter_paper
6565,34127,FIG_00006566,FIG_00034128,2605.30393v1,2511.17996v1,AI,BIOINFO,0.8674140572547913,9,inter_paper
6565,21765,FIG_00006566,FIG_00021766,2605.30393v1,2605.25025v1,AI,ROBOTICS,0.867094874382019,10,inter_paper
6565,28034,FIG_00006566,FIG_00028035,2605.30393v1,2601.16780v1,AI,IMAGING,0.8663924336433411,11,inter_paper
6565,17864,FIG_00006566,FIG_00017865,2605.30393v1,2603.20999v2,AI,IMAGING,0.8644363880157471,12,inter_paper
6565,7750,FIG_00006566,FIG_00007751,2605.30393v1,2605.30524v1,AI,ML,0.8634315133094788,13,inter_paper
6565,34694,FIG_00006566,FIG_00034695,2605.30393v1,2605.31267v1,AI,SIGNAL,0.8619076013565063,14,inter_paper
6565,25123,FIG_00006566,FIG_00025124,2605.30393v1,2605.13923v1,AI,ROBOTICS,0.8615912199020386,15,inter_paper
6568,7755,FIG_00006569,FIG_00007756,2605.30393v1,2605.30524v1,AI,ML,0.8935521245002747,1,inter_paper
6568,26295,FIG_00006569,FIG_00026296,2605.30393v1,2605.10457v1,AI,ROBOTICS,0.8916016817092896,2,inter_paper
6568,23958,FIG_00006569,FIG_00023959,2605.30393v1,2605.17556v1,AI,ROBOTICS,0.890143871307373,3,inter_paper
6568,9320,FIG_00006569,FIG_00009321,2605.30393v1,2605.28900v1,AI,ML,0.8873773217201233,4,inter_paper
6568,7675,FIG_00006569,FIG_00007676,2605.30393v1,2605.30596v1,AI,ML,0.8817013502120972,5,inter_paper
6568,12610,FIG_00006569,FIG_00012611,2605.30393v1,2605.30265v1,AI,CV,0.8816224336624146,6,inter_paper
6568,11593,FIG_00006569,FIG_00011594,2605.30393v1,2605.26087v1,AI,ML,0.876501739025116,7,inter_paper
6568,25998,FIG_00006569,FIG_00025999,2605.30393v1,2605.11459v2,AI,ROBOTICS,0.8758275508880615,8,inter_paper
6568,25259,FIG_00006569,FIG_00025260,2605.30393v1,2605.13328v1,AI,ROBOTICS,0.8729275465011597,9,inter_paper
6568,28447,FIG_00006569,FIG_00028448,2605.30393v1,2601.11684v1,AI,IMAGING,0.8721560835838318,10,inter_paper
6568,25982,FIG_00006569,FIG_00025983,2605.30393v1,2605.11473v1,AI,ROBOTICS,0.8698680400848389,11,inter_paper
6568,15465,FIG_00006569,FIG_00015466,2605.30393v1,2605.04332v1,AI,IMAGING,0.8667015433311462,12,inter_paper
6568,19497,FIG_00006569,FIG_00019498,2605.30393v1,2603.00141v3,AI,IMAGING,0.8641694188117981,13,inter_paper
6568,8097,FIG_00006569,FIG_00008098,2605.30393v1,2605.30112v1,AI,ML,0.8636261224746704,14,inter_paper
6569,6867,FIG_00006570,FIG_00006868,2605.30393v1,2605.31176v1,AI,ML,0.8843389749526978,1,inter_paper
6569,10440,FIG_00006570,FIG_00010441,2605.30393v1,2605.27259v1,AI,ML,0.872745156288147,2,inter_paper
6569,6654,FIG_00006570,FIG_00006655,2605.30393v1,2605.28918v1,AI,AI,0.8721873164176941,3,inter_paper
6569,28035,FIG_00006570,FIG_00028036,2605.30393v1,2601.16780v1,AI,IMAGING,0.8703368902206421,4,inter_paper
6569,12624,FIG_00006570,FIG_00012625,2605.30393v1,2605.30257v1,AI,CV,0.8680732250213623,5,inter_paper
6569,29197,FIG_00006570,FIG_00029198,2605.30393v1,2605.18831v1,AI,BIOINFO,0.8678284883499146,6,inter_paper
6569,7639,FIG_00006570,FIG_00007640,2605.30393v1,2605.30603v1,AI,ML,0.8668591976165771,7,inter_paper
6569,20074,FIG_00006570,FIG_00020075,2605.30393v1,2602.13344v1,AI,IMAGING,0.8655729293823242,8,inter_paper
6569,28034,FIG_00006570,FIG_00028035,2605.30393v1,2601.16780v1,AI,IMAGING,0.8643324971199036,9,inter_paper
6569,9054,FIG_00006570,FIG_00009055,2605.30393v1,2605.28767v1,AI,ML,0.8600521087646484,10,inter_paper
6569,21070,FIG_00006570,FIG_00021071,2605.30393v1,2605.28654v1,AI,ROBOTICS,0.8585739731788635,11,inter_paper
6569,21866,FIG_00006570,FIG_00021867,2605.30393v1,2605.24795v1,AI,ROBOTICS,0.8585665225982666,12,inter_paper
6569,21389,FIG_00006570,FIG_00021390,2605.30393v1,2605.26856v1,AI,ROBOTICS,0.8578359484672546,13,inter_paper
6569,7750,FIG_00006570,FIG_00007751,2605.30393v1,2605.30524v1,AI,ML,0.8576037883758545,14,inter_paper
6569,32391,FIG_00006570,FIG_00032392,2605.30393v1,2601.09173v4,AI,BIOINFO,0.8570343852043152,15,inter_paper
6569,17819,FIG_00006570,FIG_00017820,2605.30393v1,2603.22378v1,AI,IMAGING,0.8558889627456665,16,inter_paper
6572,31825,FIG_00006573,FIG_00031826,2605.30393v1,2602.02825v1,AI,BIOINFO,0.8981536626815796,17,inter_paper
6577,25814,FIG_00006578,FIG_00025815,2605.29833v2,2605.12059v1,AI,ROBOTICS,0.8427966833114624,1,inter_paper
6577,28741,FIG_00006578,FIG_00028742,2605.29833v2,2605.23169v1,AI,BIOINFO,0.8238133192062378,2,inter_paper
6577,13252,FIG_00006578,FIG_00013253,2605.29833v2,2605.29341v1,AI,CV,0.8054568767547607,3,inter_paper
6577,16379,FIG_00006578,FIG_00016380,2605.29833v2,2604.15378v1,AI,IMAGING,0.7983806133270264,4,inter_paper
6577,31234,FIG_00006578,FIG_00031235,2605.29833v2,2602.23269v1,AI,BIOINFO,0.796263575553894,5,inter_paper
6577,12629,FIG_00006578,FIG_00012630,2605.29833v2,2605.30256v1,AI,CV,0.7868132591247559,6,inter_paper
6577,23944,FIG_00006578,FIG_00023945,2605.29833v2,2605.17593v1,AI,ROBOTICS,0.7840671539306641,7,inter_paper
6577,32029,FIG_00006578,FIG_00032030,2605.29833v2,2601.17669v1,AI,BIOINFO,0.7810741066932678,8,inter_paper
6577,29003,FIG_00006578,FIG_00029004,2605.29833v2,2605.18552v1,AI,BIOINFO,0.779147207736969,9,inter_paper
6577,32248,FIG_00006578,FIG_00032249,2605.29833v2,2601.15333v2,AI,BIOINFO,0.7722222208976746,10,inter_paper
6577,30320,FIG_00006578,FIG_00030321,2605.29833v2,2604.03361v1,AI,BIOINFO,0.7706663608551025,11,inter_paper
6577,24265,FIG_00006578,FIG_00024266,2605.29833v2,2605.16552v1,AI,ROBOTICS,0.7672975063323975,12,inter_paper
6578,13251,FIG_00006579,FIG_00013252,2605.29833v2,2605.29341v1,AI,CV,0.8951081037521362,1,inter_paper
6578,31737,FIG_00006579,FIG_00031738,2605.29833v2,2602.04916v3,AI,BIOINFO,0.8937851190567017,2,inter_paper
6578,10547,FIG_00006579,FIG_00010548,2605.29833v2,2605.27088v1,AI,ML,0.8777948617935181,3,inter_paper
6578,8657,FIG_00006579,FIG_00008658,2605.29833v2,2605.29354v1,AI,ML,0.8733588457107544,4,inter_paper
6578,25920,FIG_00006579,FIG_00025921,2605.29833v2,2605.11665v1,AI,ROBOTICS,0.8709223866462708,5,inter_paper
6578,26381,FIG_00006579,FIG_00026382,2605.29833v2,2605.10118v1,AI,ROBOTICS,0.8696024417877197,6,inter_paper
6578,12755,FIG_00006579,FIG_00012756,2605.29833v2,2605.30140v1,AI,CV,0.8673031330108643,7,inter_paper
6578,19705,FIG_00006579,FIG_00019706,2605.29833v2,2602.17901v2,AI,IMAGING,0.8652496337890625,8,inter_paper
6578,13272,FIG_00006579,FIG_00013273,2605.29833v2,2605.29324v1,AI,CV,0.862777590751648,9,inter_paper
6578,26382,FIG_00006579,FIG_00026383,2605.29833v2,2605.10118v1,AI,ROBOTICS,0.8625276684761047,10,inter_paper
6578,24715,FIG_00006579,FIG_00024716,2605.29833v2,2605.15298v1,AI,ROBOTICS,0.8600935935974121,11,inter_paper
6581,21671,FIG_00006582,FIG_00021672,2605.29833v2,2605.25393v1,AI,ROBOTICS,0.8321722745895386,1,inter_paper
6581,26334,FIG_00006582,FIG_00026335,2605.29833v2,2605.10388v1,AI,ROBOTICS,0.8132178783416748,2,inter_paper
6581,27036,FIG_00006582,FIG_00027037,2605.29833v2,2605.08511v1,AI,ROBOTICS,0.8086879253387451,3,inter_paper
6581,27094,FIG_00006582,FIG_00027095,2605.29833v2,2605.07877v1,AI,ROBOTICS,0.800883948802948,4,inter_paper
6581,27893,FIG_00006582,FIG_00027894,2605.29833v2,2601.18670v1,AI,IMAGING,0.7990047931671143,5,inter_paper
6581,29095,FIG_00006582,FIG_00029096,2605.29833v2,2605.16104v1,AI,BIOINFO,0.7961210012435913,6,inter_paper
6581,28909,FIG_00006582,FIG_00028910,2605.29833v2,2605.21522v1,AI,BIOINFO,0.7901859283447266,7,inter_paper
6581,34386,FIG_00006582,FIG_00034387,2605.29833v2,2511.11769v1,AI,BIOINFO,0.7897970080375671,8,inter_paper
6581,12307,FIG_00006582,FIG_00012308,2605.29833v2,2605.30884v1,AI,CV,0.7859678268432617,9,inter_paper
6581,30291,FIG_00006582,FIG_00030292,2605.29833v2,2604.03952v1,AI,BIOINFO,0.7842416763305664,10,inter_paper
6581,27303,FIG_00006582,FIG_00027304,2605.29833v2,2605.07038v1,AI,ROBOTICS,0.7807185649871826,11,inter_paper
6581,33217,FIG_00006582,FIG_00033218,2605.29833v2,2512.14750v1,AI,BIOINFO,0.7801281809806824,12,inter_paper
6584,16015,FIG_00006585,FIG_00016016,2605.29833v2,2604.22889v2,AI,IMAGING,0.8791353702545166,1,inter_paper
6584,14467,FIG_00006585,FIG_00014468,2605.29833v2,2605.21559v1,AI,IMAGING,0.8691114187240601,2,inter_paper
6584,32541,FIG_00006585,FIG_00032542,2605.29833v2,2601.04536v1,AI,BIOINFO,0.855556845664978,3,inter_paper
6584,33608,FIG_00006585,FIG_00033609,2605.29833v2,2512.03460v1,AI,BIOINFO,0.8553849458694458,4,inter_paper
6584,19079,FIG_00006585,FIG_00019080,2605.29833v2,2603.03060v1,AI,IMAGING,0.8481300473213196,5,inter_paper
6584,29184,FIG_00006585,FIG_00029185,2605.29833v2,2605.13504v1,AI,BIOINFO,0.8396483659744263,6,inter_paper
6584,15351,FIG_00006585,FIG_00015352,2605.29833v2,2605.07321v1,AI,IMAGING,0.8325598239898682,7,inter_paper
