anchor_id,positive_id,negative_id
FIG_00027225,FIG_00027226,FIG_00029188
FIG_00013096,FIG_00013097,FIG_00014614
FIG_00013096,FIG_00013097,FIG_00013676
FIG_00013096,FIG_00013097,FIG_00027914
FIG_00013096,FIG_00013097,FIG_00033602
FIG_00013096,FIG_00013097,FIG_00028581
FIG_00029956,FIG_00029998,FIG_00033777
FIG_00029956,FIG_00029998,FIG_00033791
FIG_00029956,FIG_00029998,FIG_00033790
FIG_00029956,FIG_00029998,FIG_00033787
FIG_00029956,FIG_00029998,FIG_00033793
FIG_00029163,FIG_00029164,FIG_00030549
FIG_00018685,FIG_00018686,FIG_00018688
FIG_00032604,FIG_00032605,FIG_00032951
FIG_00016977,FIG_00016979,FIG_00028828
FIG_00016977,FIG_00016979,FIG_00021554
FIG_00016977,FIG_00016979,FIG_00024943
FIG_00016977,FIG_00016978,FIG_00028828
FIG_00016977,FIG_00016978,FIG_00021554
FIG_00016977,FIG_00016978,FIG_00024943
FIG_00000291,FIG_00013985,FIG_00021175
FIG_00000291,FIG_00013985,FIG_00008508
FIG_00000291,FIG_00013985,FIG_00008563
FIG_00000291,FIG_00013985,FIG_00011411
FIG_00000291,FIG_00013985,FIG_00010151
FIG_00020430,FIG_00020431,FIG_00020974
FIG_00020430,FIG_00020431,FIG_00020958
FIG_00005225,FIG_00005232,FIG_00014406
FIG_00005225,FIG_00005232,FIG_00032525
FIG_00005225,FIG_00005232,FIG_00028207
FIG_00005225,FIG_00005232,FIG_00030374
FIG_00005225,FIG_00005232,FIG_00032387
FIG_00010382,FIG_00010391,FIG_00017757
FIG_00010382,FIG_00010391,FIG_00027077
FIG_00010382,FIG_00010386,FIG_00017757
FIG_00010382,FIG_00010386,FIG_00027077
FIG_00010382,FIG_00010390,FIG_00017757
FIG_00010382,FIG_00010390,FIG_00027077
FIG_00031811,FIG_00031812,FIG_00033421
FIG_00031811,FIG_00031812,FIG_00033422
FIG_00031811,FIG_00031812,FIG_00034236
FIG_00029955,FIG_00029997,FIG_00031242
FIG_00029955,FIG_00029997,FIG_00033822
FIG_00029955,FIG_00029997,FIG_00033814
FIG_00029955,FIG_00029997,FIG_00033821
FIG_00029955,FIG_00029997,FIG_00030022
FIG_00010530,FIG_00010536,FIG_00034172
FIG_00010530,FIG_00010536,FIG_00029313
FIG_00010530,FIG_00010536,FIG_00020092
FIG_00010530,FIG_00010536,FIG_00021905
FIG_00010530,FIG_00010536,FIG_00019294
FIG_00010530,FIG_00010539,FIG_00034172
FIG_00010530,FIG_00010539,FIG_00029313
FIG_00010530,FIG_00010539,FIG_00020092
FIG_00010530,FIG_00010539,FIG_00021905
FIG_00010530,FIG_00010539,FIG_00019294
FIG_00010530,FIG_00010543,FIG_00034172
FIG_00010530,FIG_00010543,FIG_00029313
FIG_00010530,FIG_00010543,FIG_00020092
FIG_00010530,FIG_00010543,FIG_00021905
FIG_00010530,FIG_00010543,FIG_00019294
FIG_00031330,FIG_00031331,FIG_00032631
FIG_00031330,FIG_00031331,FIG_00032967
FIG_00001331,FIG_00001332,FIG_00002567
FIG_00001331,FIG_00001332,FIG_00014159
FIG_00001331,FIG_00001332,FIG_00029925
FIG_00001331,FIG_00001332,FIG_00002040
FIG_00001331,FIG_00001332,FIG_00003084
FIG_00008471,FIG_00008473,FIG_00031274
FIG_00008471,FIG_00008473,FIG_00012608
FIG_00008471,FIG_00008473,FIG_00026042
FIG_00008471,FIG_00008473,FIG_00024076
FIG_00008471,FIG_00008473,FIG_00018079
FIG_00017300,FIG_00017301,FIG_00031578
FIG_00017300,FIG_00017301,FIG_00026535
FIG_00017300,FIG_00017301,FIG_00031623
FIG_00017300,FIG_00017301,FIG_00027617
FIG_00017300,FIG_00017301,FIG_00028586
FIG_00005706,FIG_00005709,FIG_00010441
FIG_00005706,FIG_00005709,FIG_00009430
FIG_00005706,FIG_00005709,FIG_00026850
FIG_00005706,FIG_00005709,FIG_00022196
FIG_00005706,FIG_00005709,FIG_00028133
FIG_00005706,FIG_00005708,FIG_00010441
FIG_00005706,FIG_00005708,FIG_00009430
FIG_00005706,FIG_00005708,FIG_00026850
FIG_00005706,FIG_00005708,FIG_00022196
FIG_00005706,FIG_00005708,FIG_00028133
FIG_00005706,FIG_00005707,FIG_00010441
FIG_00005706,FIG_00005707,FIG_00009430
FIG_00005706,FIG_00005707,FIG_00026850
FIG_00005706,FIG_00005707,FIG_00022196
FIG_00005706,FIG_00005707,FIG_00028133
FIG_00019198,FIG_00019205,FIG_00019203
FIG_00019198,FIG_00019205,FIG_00019204
FIG_00019198,FIG_00019206,FIG_00019203
FIG_00019198,FIG_00019206,FIG_00019204
FIG_00003298,FIG_00003305,FIG_00020659
FIG_00003298,FIG_00003305,FIG_00026265
FIG_00003298,FIG_00003305,FIG_00009917
FIG_00003298,FIG_00003305,FIG_00029666
FIG_00003298,FIG_00003305,FIG_00006003
FIG_00014312,FIG_00014314,FIG_00031077
FIG_00014312,FIG_00014314,FIG_00031238
FIG_00014312,FIG_00014314,FIG_00014892
FIG_00014312,FIG_00014314,FIG_00026384
FIG_00014312,FIG_00014314,FIG_00032349
FIG_00014312,FIG_00014313,FIG_00031077
FIG_00014312,FIG_00014313,FIG_00031238
FIG_00014312,FIG_00014313,FIG_00014892
FIG_00014312,FIG_00014313,FIG_00026384
FIG_00014312,FIG_00014313,FIG_00032349
FIG_00034408,FIG_00034409,FIG_00034414
FIG_00034408,FIG_00034409,FIG_00034556
FIG_00034408,FIG_00034409,FIG_00034559
FIG_00015577,FIG_00015578,FIG_00018824
FIG_00015577,FIG_00015578,FIG_00018227
FIG_00015577,FIG_00015578,FIG_00017843
FIG_00015577,FIG_00015578,FIG_00017844
FIG_00015577,FIG_00015578,FIG_00032978
FIG_00011037,FIG_00011042,FIG_00011052
FIG_00011037,FIG_00011042,FIG_00031474
FIG_00011037,FIG_00011042,FIG_00015280
FIG_00011037,FIG_00011042,FIG_00029501
FIG_00011037,FIG_00011042,FIG_00033716
FIG_00011037,FIG_00011041,FIG_00011052
FIG_00011037,FIG_00011041,FIG_00031474
FIG_00011037,FIG_00011041,FIG_00015280
FIG_00011037,FIG_00011041,FIG_00029501
FIG_00011037,FIG_00011041,FIG_00033716
FIG_00011037,FIG_00011045,FIG_00011052
FIG_00011037,FIG_00011045,FIG_00031474
FIG_00011037,FIG_00011045,FIG_00015280
FIG_00011037,FIG_00011045,FIG_00029501
FIG_00011037,FIG_00011045,FIG_00033716
FIG_00014484,FIG_00014485,FIG_00017804
FIG_00014484,FIG_00014485,FIG_00017801
FIG_00014484,FIG_00014485,FIG_00014987
FIG_00014484,FIG_00014485,FIG_00014486
FIG_00014484,FIG_00014485,FIG_00014488
FIG_00003997,FIG_00008299,FIG_00031575
FIG_00003997,FIG_00008299,FIG_00018333
FIG_00003997,FIG_00008299,FIG_00034452
FIG_00003997,FIG_00008299,FIG_00006132
FIG_00003997,FIG_00008299,FIG_00014455
FIG_00003997,FIG_00006499,FIG_00031575
FIG_00003997,FIG_00006499,FIG_00018333
FIG_00003997,FIG_00006499,FIG_00034452
FIG_00003997,FIG_00006499,FIG_00006132
FIG_00003997,FIG_00006499,FIG_00014455
FIG_00003997,FIG_00013080,FIG_00031575
FIG_00003997,FIG_00013080,FIG_00018333
FIG_00003997,FIG_00013080,FIG_00034452
FIG_00003997,FIG_00013080,FIG_00006132
FIG_00003997,FIG_00013080,FIG_00014455
FIG_00003532,FIG_00012796,FIG_00010862
FIG_00003532,FIG_00012796,FIG_00006525
FIG_00003532,FIG_00012796,FIG_00011138
FIG_00033887,FIG_00033892,FIG_00033901
FIG_00033887,FIG_00033892,FIG_00034304
FIG_00033887,FIG_00033900,FIG_00033901
FIG_00033887,FIG_00033900,FIG_00034304
FIG_00027802,FIG_00027809,FIG_00031715
FIG_00027802,FIG_00027809,FIG_00034039
FIG_00027802,FIG_00027803,FIG_00031715
FIG_00027802,FIG_00027803,FIG_00034039
FIG_00027802,FIG_00027804,FIG_00031715
FIG_00027802,FIG_00027804,FIG_00034039
FIG_00030927,FIG_00030928,FIG_00034050
FIG_00030927,FIG_00030928,FIG_00034165
FIG_00030927,FIG_00030928,FIG_00031479
FIG_00010386,FIG_00010391,FIG_00017757
FIG_00010386,FIG_00010391,FIG_00014023
FIG_00010386,FIG_00010391,FIG_00027077
FIG_00010386,FIG_00010390,FIG_00017757
FIG_00010386,FIG_00010390,FIG_00014023
FIG_00010386,FIG_00010390,FIG_00027077
FIG_00010386,FIG_00010393,FIG_00017757
FIG_00010386,FIG_00010393,FIG_00014023
FIG_00010386,FIG_00010393,FIG_00027077
FIG_00029869,FIG_00029870,FIG_00034672
FIG_00029869,FIG_00029870,FIG_00033355
FIG_00029869,FIG_00029870,FIG_00031773
FIG_00029869,FIG_00029870,FIG_00033353
FIG_00029869,FIG_00029870,FIG_00034417
FIG_00003904,FIG_00003905,FIG_00003907
FIG_00003904,FIG_00003905,FIG_00003915
FIG_00003904,FIG_00003905,FIG_00030081
FIG_00003904,FIG_00003905,FIG_00018855
FIG_00003904,FIG_00003905,FIG_00030201
FIG_00008071,FIG_00008072,FIG_00020461
FIG_00008071,FIG_00008072,FIG_00011466
FIG_00008071,FIG_00008072,FIG_00008704
FIG_00008071,FIG_00008072,FIG_00008377
FIG_00008071,FIG_00008072,FIG_00031733
FIG_00008071,FIG_00008073,FIG_00020461
FIG_00008071,FIG_00008073,FIG_00011466
FIG_00008071,FIG_00008073,FIG_00008704
FIG_00008071,FIG_00008073,FIG_00008377
FIG_00008071,FIG_00008073,FIG_00031733
FIG_00007077,FIG_00007080,FIG_00009057
FIG_00007077,FIG_00007079,FIG_00009057
FIG_00007927,FIG_00007933,FIG_00007934
FIG_00007927,FIG_00007933,FIG_00029474
FIG_00007927,FIG_00007933,FIG_00012741
FIG_00007927,FIG_00007933,FIG_00029317
FIG_00007927,FIG_00007933,FIG_00022913
FIG_00030848,FIG_00030859,FIG_00031611
FIG_00030848,FIG_00030859,FIG_00031609
FIG_00030848,FIG_00030859,FIG_00031391
FIG_00030848,FIG_00030858,FIG_00031611
FIG_00030848,FIG_00030858,FIG_00031609
FIG_00030848,FIG_00030858,FIG_00031391
FIG_00028670,FIG_00028671,FIG_00028681
FIG_00028670,FIG_00028671,FIG_00030283
FIG_00028670,FIG_00028672,FIG_00028681
FIG_00028670,FIG_00028672,FIG_00030283
FIG_00022826,FIG_00022827,FIG_00031462
FIG_00018909,FIG_00018910,FIG_00024947
FIG_00018909,FIG_00018910,FIG_00023776
FIG_00018909,FIG_00018910,FIG_00029478
FIG_00018909,FIG_00018910,FIG_00030284
FIG_00018909,FIG_00018910,FIG_00024706
FIG_00006275,FIG_00006276,FIG_00032444
FIG_00006275,FIG_00006276,FIG_00009041
FIG_00006275,FIG_00006276,FIG_00032445
FIG_00006275,FIG_00006276,FIG_00028861
FIG_00006275,FIG_00006276,FIG_00009276
FIG_00010987,FIG_00010988,FIG_00030457
FIG_00010987,FIG_00010988,FIG_00014597
FIG_00010987,FIG_00010988,FIG_00028967
FIG_00010987,FIG_00010988,FIG_00020577
FIG_00010987,FIG_00010988,FIG_00020579
FIG_00033396,FIG_00033397,FIG_00034134
FIG_00033396,FIG_00033397,FIG_00034230
FIG_00006499,FIG_00020076,FIG_00013421
FIG_00006499,FIG_00020076,FIG_00016380
FIG_00006499,FIG_00020076,FIG_00016518
FIG_00006499,FIG_00020076,FIG_00012797
FIG_00006499,FIG_00020076,FIG_00013260
FIG_00006499,FIG_00008299,FIG_00013421
FIG_00006499,FIG_00008299,FIG_00016380
FIG_00006499,FIG_00008299,FIG_00016518
FIG_00006499,FIG_00008299,FIG_00012797
FIG_00006499,FIG_00008299,FIG_00013260
FIG_00012484,FIG_00012486,FIG_00028948
FIG_00012484,FIG_00012485,FIG_00028948
FIG_00031166,FIG_00031167,FIG_00034221
FIG_00031166,FIG_00031173,FIG_00034221
FIG_00015702,FIG_00015703,FIG_00015707
FIG_00015702,FIG_00015703,FIG_00017139
FIG_00015702,FIG_00015703,FIG_00017140
FIG_00015702,FIG_00015703,FIG_00017840
FIG_00015702,FIG_00015703,FIG_00017900
FIG_00031054,FIG_00031059,FIG_00031812
FIG_00031054,FIG_00031059,FIG_00031811
FIG_00031054,FIG_00031059,FIG_00033421
FIG_00030100,FIG_00030106,FIG_00030955
FIG_00030100,FIG_00030106,FIG_00030298
FIG_00030100,FIG_00030106,FIG_00030108
FIG_00030100,FIG_00030106,FIG_00034221
FIG_00030100,FIG_00030106,FIG_00034415
FIG_00030100,FIG_00030105,FIG_00030955
FIG_00030100,FIG_00030105,FIG_00030298
FIG_00030100,FIG_00030105,FIG_00030108
FIG_00030100,FIG_00030105,FIG_00034221
FIG_00030100,FIG_00030105,FIG_00034415
FIG_00030100,FIG_00030103,FIG_00030955
FIG_00030100,FIG_00030103,FIG_00030298
FIG_00030100,FIG_00030103,FIG_00030108
FIG_00030100,FIG_00030103,FIG_00034221
FIG_00030100,FIG_00030103,FIG_00034415
FIG_00009248,FIG_00009249,FIG_00034901
FIG_00009248,FIG_00009249,FIG_00026750
FIG_00009248,FIG_00009249,FIG_00027237
FIG_00009248,FIG_00009249,FIG_00011303
FIG_00009248,FIG_00009249,FIG_00032389
FIG_00015659,FIG_00015663,FIG_00024774
FIG_00015659,FIG_00015663,FIG_00031212
FIG_00015659,FIG_00015663,FIG_00017038
FIG_00015659,FIG_00015663,FIG_00034178
FIG_00015659,FIG_00015663,FIG_00030195
FIG_00007870,FIG_00007872,FIG_00007871
FIG_00007870,FIG_00007872,FIG_00007890
FIG_00007870,FIG_00007872,FIG_00007881
FIG_00007870,FIG_00007872,FIG_00007891
FIG_00007870,FIG_00007872,FIG_00007889
FIG_00020959,FIG_00020964,FIG_00027176
FIG_00020959,FIG_00020964,FIG_00020986
FIG_00020959,FIG_00020964,FIG_00021012
FIG_00020959,FIG_00020961,FIG_00027176
FIG_00020959,FIG_00020961,FIG_00020986
FIG_00020959,FIG_00020961,FIG_00021012
FIG_00020959,FIG_00020971,FIG_00027176
FIG_00020959,FIG_00020971,FIG_00020986
FIG_00020959,FIG_00020971,FIG_00021012
FIG_00013854,FIG_00013855,FIG_00018095
FIG_00013854,FIG_00013855,FIG_00027216
FIG_00013854,FIG_00013855,FIG_00033291
FIG_00013854,FIG_00013855,FIG_00026594
FIG_00013854,FIG_00013855,FIG_00028987
FIG_00027803,FIG_00027804,FIG_00034042
FIG_00027803,FIG_00027804,FIG_00031160
FIG_00027803,FIG_00027804,FIG_00034040
FIG_00027803,FIG_00027804,FIG_00031166
FIG_00027803,FIG_00027804,FIG_00031167
FIG_00027803,FIG_00027810,FIG_00034042
FIG_00027803,FIG_00027810,FIG_00031160
FIG_00027803,FIG_00027810,FIG_00034040
FIG_00027803,FIG_00027810,FIG_00031166
FIG_00027803,FIG_00027810,FIG_00031167
FIG_00027803,FIG_00027809,FIG_00034042
FIG_00027803,FIG_00027809,FIG_00031160
FIG_00027803,FIG_00027809,FIG_00034040
FIG_00027803,FIG_00027809,FIG_00031166
FIG_00027803,FIG_00027809,FIG_00031167
FIG_00030992,FIG_00030993,FIG_00032897
FIG_00030992,FIG_00030993,FIG_00032487
FIG_00030992,FIG_00030993,FIG_00032456
FIG_00030992,FIG_00030993,FIG_00031719
FIG_00030992,FIG_00030993,FIG_00033372
FIG_00010888,FIG_00010898,FIG_00025905
FIG_00010888,FIG_00010898,FIG_00028713
FIG_00010888,FIG_00010898,FIG_00011278
FIG_00010888,FIG_00010898,FIG_00011438
FIG_00010888,FIG_00010898,FIG_00028706
FIG_00000213,FIG_00000214,FIG_00003399
FIG_00000213,FIG_00000214,FIG_00024140
FIG_00000213,FIG_00000214,FIG_00003401
FIG_00000213,FIG_00000214,FIG_00011990
FIG_00000213,FIG_00000214,FIG_00004134
FIG_00012481,FIG_00012484,FIG_00031066
FIG_00012481,FIG_00012483,FIG_00031066
FIG_00012481,FIG_00012486,FIG_00031066
FIG_00006494,FIG_00006495,FIG_00017012
FIG_00006494,FIG_00006495,FIG_00032878
FIG_00006494,FIG_00006495,FIG_00017013
FIG_00006494,FIG_00006495,FIG_00015654
FIG_00006494,FIG_00006495,FIG_00009567
FIG_00005526,FIG_00005528,FIG_00005537
FIG_00005526,FIG_00005528,FIG_00005542
FIG_00005526,FIG_00005528,FIG_00005541
FIG_00005526,FIG_00005528,FIG_00005539
FIG_00005526,FIG_00005528,FIG_00005544
FIG_00006279,FIG_00006280,FIG_00009040
FIG_00006279,FIG_00006280,FIG_00023453
FIG_00006279,FIG_00006280,FIG_00009914
FIG_00006279,FIG_00006280,FIG_00011451
FIG_00006279,FIG_00006280,FIG_00034600
FIG_00008457,FIG_00008458,FIG_00011722
FIG_00008457,FIG_00008458,FIG_00011278
FIG_00008457,FIG_00008458,FIG_00029565
FIG_00008457,FIG_00008458,FIG_00010599
FIG_00008457,FIG_00008458,FIG_00010292
FIG_00007033,FIG_00007038,FIG_00013297
FIG_00007033,FIG_00007038,FIG_00011438
FIG_00007033,FIG_00007038,FIG_00007338
FIG_00007033,FIG_00007038,FIG_00021798
FIG_00007033,FIG_00007038,FIG_00029660
FIG_00007033,FIG_00007034,FIG_00013297
FIG_00007033,FIG_00007034,FIG_00011438
FIG_00007033,FIG_00007034,FIG_00007338
FIG_00007033,FIG_00007034,FIG_00021798
FIG_00007033,FIG_00007034,FIG_00029660
FIG_00007537,FIG_00007538,FIG_00010709
FIG_00031985,FIG_00031998,FIG_00034557
FIG_00031985,FIG_00031998,FIG_00034244
FIG_00031985,FIG_00031999,FIG_00034557
FIG_00031985,FIG_00031999,FIG_00034244
FIG_00031985,FIG_00031994,FIG_00034557
FIG_00031985,FIG_00031994,FIG_00034244
FIG_00008160,FIG_00008178,FIG_00020854
FIG_00008160,FIG_00008178,FIG_00031607
FIG_00008160,FIG_00008178,FIG_00009117
FIG_00008160,FIG_00008178,FIG_00017621
FIG_00008160,FIG_00008178,FIG_00030099
FIG_00008160,FIG_00008175,FIG_00020854
FIG_00008160,FIG_00008175,FIG_00031607
FIG_00008160,FIG_00008175,FIG_00009117
FIG_00008160,FIG_00008175,FIG_00017621
FIG_00008160,FIG_00008175,FIG_00030099
FIG_00008160,FIG_00008173,FIG_00020854
FIG_00008160,FIG_00008173,FIG_00031607
FIG_00008160,FIG_00008173,FIG_00009117
FIG_00008160,FIG_00008173,FIG_00017621
FIG_00008160,FIG_00008173,FIG_00030099
FIG_00007079,FIG_00007080,FIG_00016234
FIG_00007079,FIG_00007080,FIG_00015127
FIG_00007079,FIG_00007080,FIG_00009057
FIG_00007079,FIG_00007080,FIG_00029435
FIG_00007079,FIG_00007080,FIG_00010603
FIG_00009142,FIG_00009143,FIG_00011567
FIG_00009142,FIG_00009143,FIG_00016719
FIG_00009142,FIG_00009143,FIG_00029186
FIG_00009142,FIG_00009143,FIG_00029184
FIG_00009142,FIG_00009143,FIG_00012408
FIG_00030305,FIG_00030307,FIG_00034672
FIG_00030305,FIG_00030307,FIG_00034671
FIG_00030305,FIG_00030307,FIG_00031965
FIG_00030305,FIG_00030307,FIG_00031964
FIG_00030305,FIG_00030307,FIG_00031963
FIG_00005551,FIG_00005553,FIG_00005552
FIG_00005551,FIG_00005553,FIG_00009817
FIG_00005551,FIG_00005553,FIG_00026424
FIG_00005551,FIG_00005553,FIG_00008796
FIG_00005551,FIG_00005553,FIG_00024440
FIG_00033361,FIG_00033364,FIG_00033365
FIG_00033361,FIG_00033364,FIG_00034170
FIG_00010529,FIG_00010532,FIG_00033155
FIG_00010529,FIG_00010532,FIG_00033686
FIG_00010529,FIG_00010532,FIG_00014676
FIG_00010529,FIG_00010532,FIG_00015439
FIG_00010529,FIG_00010532,FIG_00014677
FIG_00010529,FIG_00010538,FIG_00033155
FIG_00010529,FIG_00010538,FIG_00033686
FIG_00010529,FIG_00010538,FIG_00014676
FIG_00010529,FIG_00010538,FIG_00015439
FIG_00010529,FIG_00010538,FIG_00014677
FIG_00010529,FIG_00010542,FIG_00033155
FIG_00010529,FIG_00010542,FIG_00033686
FIG_00010529,FIG_00010542,FIG_00014676
FIG_00010529,FIG_00010542,FIG_00015439
FIG_00010529,FIG_00010542,FIG_00014677
FIG_00010625,FIG_00010626,FIG_00015348
FIG_00010625,FIG_00010626,FIG_00024386
FIG_00010625,FIG_00010626,FIG_00026851
FIG_00010625,FIG_00010626,FIG_00011715
FIG_00010625,FIG_00010626,FIG_00034908
FIG_00018925,FIG_00018927,FIG_00027841
FIG_00018925,FIG_00018927,FIG_00019860
FIG_00018925,FIG_00018927,FIG_00026361
FIG_00018925,FIG_00018927,FIG_00020181
FIG_00018925,FIG_00018927,FIG_00028299
FIG_00010706,FIG_00010716,FIG_00033032
FIG_00010706,FIG_00010716,FIG_00010708
FIG_00010706,FIG_00010715,FIG_00033032
FIG_00010706,FIG_00010715,FIG_00010708
FIG_00010706,FIG_00010714,FIG_00033032
FIG_00010706,FIG_00010714,FIG_00010708
FIG_00033816,FIG_00033821,FIG_00033817
FIG_00033816,FIG_00033821,FIG_00034172
FIG_00006588,FIG_00006590,FIG_00026134
FIG_00006588,FIG_00006590,FIG_00029154
FIG_00006588,FIG_00006593,FIG_00026134
FIG_00006588,FIG_00006593,FIG_00029154
FIG_00006588,FIG_00006589,FIG_00026134
FIG_00006588,FIG_00006589,FIG_00029154
FIG_00006968,FIG_00006969,FIG_00016000
FIG_00006968,FIG_00006969,FIG_00020357
FIG_00006968,FIG_00006969,FIG_00012046
FIG_00006968,FIG_00006969,FIG_00019787
FIG_00006968,FIG_00006969,FIG_00011292
FIG_00006968,FIG_00006970,FIG_00016000
FIG_00006968,FIG_00006970,FIG_00020357
FIG_00006968,FIG_00006970,FIG_00012046
FIG_00006968,FIG_00006970,FIG_00019787
FIG_00006968,FIG_00006970,FIG_00011292
FIG_00003914,FIG_00003916,FIG_00034587
FIG_00003914,FIG_00003916,FIG_00024106
FIG_00003914,FIG_00003916,FIG_00009426
FIG_00003914,FIG_00003916,FIG_00009035
FIG_00003914,FIG_00003916,FIG_00016585
FIG_00032206,FIG_00032207,FIG_00032209
FIG_00032206,FIG_00032207,FIG_00034838
FIG_00032206,FIG_00032207,FIG_00032385
FIG_00012345,FIG_00012346,FIG_00028251
FIG_00000489,FIG_00000492,FIG_00000490
FIG_00000489,FIG_00000492,FIG_00000491
FIG_00000489,FIG_00000492,FIG_00029354
FIG_00000489,FIG_00000492,FIG_00007771
FIG_00000489,FIG_00000492,FIG_00033970
FIG_00031753,FIG_00031761,FIG_00031764
FIG_00031753,FIG_00031761,FIG_00031755
FIG_00031753,FIG_00031761,FIG_00031762
FIG_00031753,FIG_00031761,FIG_00031757
FIG_00031753,FIG_00031761,FIG_00031754
FIG_00020308,FIG_00020311,FIG_00020310
FIG_00020308,FIG_00020311,FIG_00032601
FIG_00020308,FIG_00020311,FIG_00020911
FIG_00014008,FIG_00014009,FIG_00029565
FIG_00014008,FIG_00014009,FIG_00032200
FIG_00014008,FIG_00014009,FIG_00032199
FIG_00005536,FIG_00005544,FIG_00012066
FIG_00005536,FIG_00005544,FIG_00032334
FIG_00005536,FIG_00005544,FIG_00006105
FIG_00005536,FIG_00005544,FIG_00006115
FIG_00005536,FIG_00005540,FIG_00012066
FIG_00005536,FIG_00005540,FIG_00032334
FIG_00005536,FIG_00005540,FIG_00006105
FIG_00005536,FIG_00005540,FIG_00006115
FIG_00005536,FIG_00005542,FIG_00012066
FIG_00005536,FIG_00005542,FIG_00032334
FIG_00005536,FIG_00005542,FIG_00006105
FIG_00005536,FIG_00005542,FIG_00006115
FIG_00011041,FIG_00011042,FIG_00011052
FIG_00011041,FIG_00011045,FIG_00011052
FIG_00026142,FIG_00026143,FIG_00031658
FIG_00026142,FIG_00026143,FIG_00027359
FIG_00026142,FIG_00026143,FIG_00027984
FIG_00026142,FIG_00026143,FIG_00027360
FIG_00016688,FIG_00016689,FIG_00017514
FIG_00016688,FIG_00016689,FIG_00018729
FIG_00016688,FIG_00016689,FIG_00031932
FIG_00016688,FIG_00016689,FIG_00034110
FIG_00016688,FIG_00016689,FIG_00034517
FIG_00003547,FIG_00003548,FIG_00033520
FIG_00003547,FIG_00003548,FIG_00030027
FIG_00003547,FIG_00003548,FIG_00004706
FIG_00003547,FIG_00003548,FIG_00033519
FIG_00003547,FIG_00003548,FIG_00008578
FIG_00020093,FIG_00020095,FIG_00020094
FIG_00020093,FIG_00020095,FIG_00033814
FIG_00020093,FIG_00020095,FIG_00033822
FIG_00020093,FIG_00020095,FIG_00031242
FIG_00020093,FIG_00020095,FIG_00029955
FIG_00003421,FIG_00003422,FIG_00027199
FIG_00003421,FIG_00003422,FIG_00030717
FIG_00003421,FIG_00003422,FIG_00031091
FIG_00003421,FIG_00003422,FIG_00028625
FIG_00003421,FIG_00003422,FIG_00031092
FIG_00011340,FIG_00011342,FIG_00011357
FIG_00011340,FIG_00011342,FIG_00034502
FIG_00011340,FIG_00011342,FIG_00011356
FIG_00011340,FIG_00011342,FIG_00027147
FIG_00011340,FIG_00011342,FIG_00011447
FIG_00011340,FIG_00011345,FIG_00011357
FIG_00011340,FIG_00011345,FIG_00034502
FIG_00011340,FIG_00011345,FIG_00011356
FIG_00011340,FIG_00011345,FIG_00027147
FIG_00011340,FIG_00011345,FIG_00011447
FIG_00011340,FIG_00011343,FIG_00011357
FIG_00011340,FIG_00011343,FIG_00034502
FIG_00011340,FIG_00011343,FIG_00011356
FIG_00011340,FIG_00011343,FIG_00027147
FIG_00011340,FIG_00011343,FIG_00011447
FIG_00016709,FIG_00016710,FIG_00022543
FIG_00016709,FIG_00016710,FIG_00028403
FIG_00016709,FIG_00016710,FIG_00023074
FIG_00016709,FIG_00016710,FIG_00029318
FIG_00016709,FIG_00016710,FIG_00017752
FIG_00001019,FIG_00001022,FIG_00006003
FIG_00001019,FIG_00001022,FIG_00026311
FIG_00001019,FIG_00001022,FIG_00018913
FIG_00001019,FIG_00001022,FIG_00026275
FIG_00001019,FIG_00001022,FIG_00010507
FIG_00019344,FIG_00019345,FIG_00019787
FIG_00019344,FIG_00019345,FIG_00029022
FIG_00019344,FIG_00019345,FIG_00031780
FIG_00019344,FIG_00019345,FIG_00029617
FIG_00029982,FIG_00029983,FIG_00029992
FIG_00029982,FIG_00029983,FIG_00029993
FIG_00029982,FIG_00029983,FIG_00029990
FIG_00029982,FIG_00029983,FIG_00029991
FIG_00011202,FIG_00011204,FIG_00011205
FIG_00011202,FIG_00011204,FIG_00011203
FIG_00011202,FIG_00011204,FIG_00028102
FIG_00011202,FIG_00011204,FIG_00019465
FIG_00011202,FIG_00011204,FIG_00034438
FIG_00011202,FIG_00011207,FIG_00011205
FIG_00011202,FIG_00011207,FIG_00011203
FIG_00011202,FIG_00011207,FIG_00028102
FIG_00011202,FIG_00011207,FIG_00019465
FIG_00011202,FIG_00011207,FIG_00034438
FIG_00005140,FIG_00005144,FIG_00005141
FIG_00005140,FIG_00005144,FIG_00005142
FIG_00005140,FIG_00005144,FIG_00006043
FIG_00005140,FIG_00005144,FIG_00018563
FIG_00005140,FIG_00005144,FIG_00005145
FIG_00005707,FIG_00005709,FIG_00010441
FIG_00005707,FIG_00005709,FIG_00009430
FIG_00005707,FIG_00005709,FIG_00006655
FIG_00005707,FIG_00005709,FIG_00028133
FIG_00005707,FIG_00005709,FIG_00010727
FIG_00005707,FIG_00005708,FIG_00010441
FIG_00005707,FIG_00005708,FIG_00009430
FIG_00005707,FIG_00005708,FIG_00006655
FIG_00005707,FIG_00005708,FIG_00028133
FIG_00005707,FIG_00005708,FIG_00010727
FIG_00010016,FIG_00010021,FIG_00021532
FIG_00010016,FIG_00010021,FIG_00021198
FIG_00010016,FIG_00010021,FIG_00021986
FIG_00010016,FIG_00010021,FIG_00027151
