caption_id,figure_id,paper_id,field,page,caption_image_path
CAP_00011341,FIG_00011341,2605.26357v2,ML,31,captions/ML/CAP_00011341.png
CAP_00011342,FIG_00011342,2605.26357v2,ML,32,captions/ML/CAP_00011342.png
CAP_00011343,FIG_00011343,2605.26357v2,ML,36,captions/ML/CAP_00011343.png
CAP_00011344,FIG_00011344,2605.26357v2,ML,37,captions/ML/CAP_00011344.png
CAP_00011345,FIG_00011345,2605.26357v2,ML,38,captions/ML/CAP_00011345.png
CAP_00011346,FIG_00011346,2605.26357v2,ML,39,captions/ML/CAP_00011346.png
CAP_00011347,FIG_00011347,2605.26357v2,ML,40,captions/ML/CAP_00011347.png
CAP_00011348,FIG_00011348,2605.26357v2,ML,41,captions/ML/CAP_00011348.png
CAP_00011349,FIG_00011349,2605.26357v2,ML,42,captions/ML/CAP_00011349.png
CAP_00011350,FIG_00011350,2605.26357v2,ML,43,captions/ML/CAP_00011350.png
CAP_00011351,FIG_00011351,2605.26357v2,ML,47,captions/ML/CAP_00011351.png
CAP_00011352,FIG_00011352,2605.26357v2,ML,47,captions/ML/CAP_00011352.png
CAP_00011353,FIG_00011353,2605.26357v2,ML,48,captions/ML/CAP_00011353.png
CAP_00011354,FIG_00011354,2605.26357v2,ML,48,captions/ML/CAP_00011354.png
CAP_00011355,FIG_00011355,2605.26357v2,ML,49,captions/ML/CAP_00011355.png
CAP_00011356,FIG_00011356,2605.26357v2,ML,50,captions/ML/CAP_00011356.png
CAP_00011357,FIG_00011357,2605.26357v2,ML,51,captions/ML/CAP_00011357.png
CAP_00011358,FIG_00011358,2605.26357v2,ML,52,captions/ML/CAP_00011358.png
CAP_00011359,FIG_00011359,2605.26357v2,ML,53,captions/ML/CAP_00011359.png
CAP_00011360,FIG_00011360,2605.26357v2,ML,54,captions/ML/CAP_00011360.png
CAP_00011361,FIG_00011361,2605.26355v1,ML,7,captions/ML/CAP_00011361.png
CAP_00011362,FIG_00011362,2605.26353v1,ML,1,captions/ML/CAP_00011362.png
CAP_00011363,FIG_00011363,2605.26353v1,ML,3,captions/ML/CAP_00011363.png
CAP_00011364,FIG_00011364,2605.26353v1,ML,7,captions/ML/CAP_00011364.png
CAP_00011365,FIG_00011365,2605.26353v1,ML,7,captions/ML/CAP_00011365.png
CAP_00011366,FIG_00011366,2605.26353v1,ML,8,captions/ML/CAP_00011366.png
CAP_00011367,FIG_00011367,2605.26353v1,ML,8,captions/ML/CAP_00011367.png
CAP_00011368,FIG_00011368,2605.26353v1,ML,13,captions/ML/CAP_00011368.png
CAP_00011369,FIG_00011369,2605.26353v1,ML,14,captions/ML/CAP_00011369.png
CAP_00011370,FIG_00011370,2605.26353v1,ML,15,captions/ML/CAP_00011370.png
CAP_00011371,FIG_00011371,2605.26353v1,ML,15,captions/ML/CAP_00011371.png
CAP_00011372,FIG_00011372,2605.26353v1,ML,16,captions/ML/CAP_00011372.png
CAP_00011373,FIG_00011373,2605.26353v1,ML,16,captions/ML/CAP_00011373.png
CAP_00011374,FIG_00011374,2605.26350v1,ML,2,captions/ML/CAP_00011374.png
CAP_00011375,FIG_00011375,2605.26350v1,ML,6,captions/ML/CAP_00011375.png
CAP_00011376,FIG_00011376,2605.26350v1,ML,8,captions/ML/CAP_00011376.png
CAP_00011377,FIG_00011377,2605.26350v1,ML,9,captions/ML/CAP_00011377.png
CAP_00011378,FIG_00011378,2605.26350v1,ML,19,captions/ML/CAP_00011378.png
CAP_00011379,FIG_00011379,2605.26350v1,ML,20,captions/ML/CAP_00011379.png
CAP_00011380,FIG_00011380,2605.26341v1,ML,9,captions/ML/CAP_00011380.png
CAP_00011381,FIG_00011381,2605.26341v1,ML,9,captions/ML/CAP_00011381.png
CAP_00011382,FIG_00011382,2605.26341v1,ML,21,captions/ML/CAP_00011382.png
CAP_00011383,FIG_00011383,2605.26341v1,ML,21,captions/ML/CAP_00011383.png
CAP_00011384,FIG_00011384,2605.26341v1,ML,22,captions/ML/CAP_00011384.png
CAP_00011385,FIG_00011385,2605.26341v1,ML,22,captions/ML/CAP_00011385.png
CAP_00011386,FIG_00011386,2605.26341v1,ML,23,captions/ML/CAP_00011386.png
CAP_00011387,FIG_00011387,2605.26339v1,ML,5,captions/ML/CAP_00011387.png
CAP_00011388,FIG_00011388,2605.26339v1,ML,7,captions/ML/CAP_00011388.png
CAP_00011389,FIG_00011389,2605.26339v1,ML,14,captions/ML/CAP_00011389.png
CAP_00011390,FIG_00011390,2605.26339v1,ML,20,captions/ML/CAP_00011390.png
CAP_00011391,FIG_00011391,2605.26339v1,ML,24,captions/ML/CAP_00011391.png
CAP_00011392,FIG_00011392,2605.26339v1,ML,25,captions/ML/CAP_00011392.png
CAP_00011393,FIG_00011393,2605.26327v1,ML,2,captions/ML/CAP_00011393.png
CAP_00011394,FIG_00011394,2605.26324v1,ML,2,captions/ML/CAP_00011394.png
CAP_00011395,FIG_00011395,2605.26324v1,ML,6,captions/ML/CAP_00011395.png
CAP_00011396,FIG_00011396,2605.26324v1,ML,6,captions/ML/CAP_00011396.png
CAP_00011397,FIG_00011397,2605.26320v1,ML,3,captions/ML/CAP_00011397.png
CAP_00011398,FIG_00011398,2605.26320v1,ML,5,captions/ML/CAP_00011398.png
CAP_00011399,FIG_00011399,2605.26320v1,ML,7,captions/ML/CAP_00011399.png
CAP_00011400,FIG_00011400,2605.26320v1,ML,7,captions/ML/CAP_00011400.png
CAP_00011401,FIG_00011401,2605.26320v1,ML,17,captions/ML/CAP_00011401.png
CAP_00011402,FIG_00011402,2605.26315v1,ML,2,captions/ML/CAP_00011402.png
CAP_00011403,FIG_00011403,2605.26315v1,ML,7,captions/ML/CAP_00011403.png
CAP_00011404,FIG_00011404,2605.26315v1,ML,8,captions/ML/CAP_00011404.png
CAP_00011405,FIG_00011405,2605.26315v1,ML,9,captions/ML/CAP_00011405.png
CAP_00011406,FIG_00011406,2605.26315v1,ML,9,captions/ML/CAP_00011406.png
CAP_00011407,FIG_00011407,2605.26310v1,ML,7,captions/ML/CAP_00011407.png
CAP_00011408,FIG_00011408,2605.26310v1,ML,8,captions/ML/CAP_00011408.png
CAP_00011409,FIG_00011409,2605.26310v1,ML,9,captions/ML/CAP_00011409.png
CAP_00011410,FIG_00011410,2605.26310v1,ML,14,captions/ML/CAP_00011410.png
CAP_00011411,FIG_00011411,2605.26290v1,ML,2,captions/ML/CAP_00011411.png
CAP_00011412,FIG_00011412,2605.26290v1,ML,2,captions/ML/CAP_00011412.png
CAP_00011413,FIG_00011413,2605.26290v1,ML,7,captions/ML/CAP_00011413.png
CAP_00011414,FIG_00011414,2605.26290v1,ML,7,captions/ML/CAP_00011414.png
CAP_00011415,FIG_00011415,2605.26290v1,ML,10,captions/ML/CAP_00011415.png
CAP_00011416,FIG_00011416,2605.26289v1,ML,10,captions/ML/CAP_00011416.png
CAP_00011417,FIG_00011417,2605.26289v1,ML,11,captions/ML/CAP_00011417.png
CAP_00011418,FIG_00011418,2605.26289v1,ML,11,captions/ML/CAP_00011418.png
CAP_00011419,FIG_00011419,2605.26288v1,ML,10,captions/ML/CAP_00011419.png
CAP_00011420,FIG_00011420,2605.26288v1,ML,11,captions/ML/CAP_00011420.png
CAP_00011421,FIG_00011421,2605.26288v1,ML,12,captions/ML/CAP_00011421.png
CAP_00011422,FIG_00011422,2605.26288v1,ML,15,captions/ML/CAP_00011422.png
CAP_00011423,FIG_00011423,2605.26288v1,ML,16,captions/ML/CAP_00011423.png
CAP_00011424,FIG_00011424,2605.26285v1,ML,2,captions/ML/CAP_00011424.png
CAP_00011425,FIG_00011425,2605.26285v1,ML,2,captions/ML/CAP_00011425.png
CAP_00011426,FIG_00011426,2605.26285v1,ML,7,captions/ML/CAP_00011426.png
CAP_00011427,FIG_00011427,2605.26285v1,ML,8,captions/ML/CAP_00011427.png
CAP_00011428,FIG_00011428,2605.26283v1,ML,4,captions/ML/CAP_00011428.png
CAP_00011429,FIG_00011429,2605.26283v1,ML,8,captions/ML/CAP_00011429.png
CAP_00011430,FIG_00011430,2605.26283v1,ML,8,captions/ML/CAP_00011430.png
CAP_00011431,FIG_00011431,2605.26282v1,ML,1,captions/ML/CAP_00011431.png
CAP_00011432,FIG_00011432,2605.26282v1,ML,3,captions/ML/CAP_00011432.png
CAP_00011433,FIG_00011433,2605.26282v1,ML,6,captions/ML/CAP_00011433.png
CAP_00011434,FIG_00011434,2605.26282v1,ML,10,captions/ML/CAP_00011434.png
CAP_00011435,FIG_00011435,2605.26282v1,ML,10,captions/ML/CAP_00011435.png
CAP_00011436,FIG_00011436,2605.26282v1,ML,10,captions/ML/CAP_00011436.png
CAP_00011437,FIG_00011437,2605.26282v1,ML,11,captions/ML/CAP_00011437.png
CAP_00011438,FIG_00011438,2605.26282v1,ML,12,captions/ML/CAP_00011438.png
CAP_00011439,FIG_00011439,2605.26282v1,ML,12,captions/ML/CAP_00011439.png
CAP_00011440,FIG_00011440,2605.26282v1,ML,13,captions/ML/CAP_00011440.png
CAP_00011441,FIG_00011441,2605.26282v1,ML,13,captions/ML/CAP_00011441.png
CAP_00011442,FIG_00011442,2605.26282v1,ML,21,captions/ML/CAP_00011442.png
CAP_00011443,FIG_00011443,2605.26282v1,ML,21,captions/ML/CAP_00011443.png
CAP_00011444,FIG_00011444,2605.26282v1,ML,22,captions/ML/CAP_00011444.png
CAP_00011445,FIG_00011445,2605.26282v1,ML,22,captions/ML/CAP_00011445.png
CAP_00011446,FIG_00011446,2605.26282v1,ML,23,captions/ML/CAP_00011446.png
CAP_00011447,FIG_00011447,2605.26282v1,ML,24,captions/ML/CAP_00011447.png
CAP_00011448,FIG_00011448,2605.26282v1,ML,25,captions/ML/CAP_00011448.png
CAP_00011449,FIG_00011449,2605.26282v1,ML,25,captions/ML/CAP_00011449.png
CAP_00011450,FIG_00011450,2605.26282v1,ML,25,captions/ML/CAP_00011450.png
CAP_00011451,FIG_00011451,2605.26282v1,ML,26,captions/ML/CAP_00011451.png
CAP_00011452,FIG_00011452,2605.26282v1,ML,27,captions/ML/CAP_00011452.png
CAP_00011453,FIG_00011453,2605.26282v1,ML,28,captions/ML/CAP_00011453.png
CAP_00011454,FIG_00011454,2605.26282v1,ML,29,captions/ML/CAP_00011454.png
CAP_00011455,FIG_00011455,2605.26282v1,ML,30,captions/ML/CAP_00011455.png
CAP_00011456,FIG_00011456,2605.26282v1,ML,31,captions/ML/CAP_00011456.png
CAP_00011457,FIG_00011457,2605.26282v1,ML,32,captions/ML/CAP_00011457.png
CAP_00011458,FIG_00011458,2605.26271v1,ML,15,captions/ML/CAP_00011458.png
CAP_00011459,FIG_00011459,2605.26271v1,ML,15,captions/ML/CAP_00011459.png
CAP_00011460,FIG_00011460,2605.26271v1,ML,16,captions/ML/CAP_00011460.png
CAP_00011461,FIG_00011461,2605.26271v1,ML,17,captions/ML/CAP_00011461.png
CAP_00011462,FIG_00011462,2605.26271v1,ML,18,captions/ML/CAP_00011462.png
CAP_00011463,FIG_00011463,2605.26271v1,ML,66,captions/ML/CAP_00011463.png
CAP_00011464,FIG_00011464,2605.26271v1,ML,67,captions/ML/CAP_00011464.png
CAP_00011465,FIG_00011465,2605.26266v1,ML,2,captions/ML/CAP_00011465.png
CAP_00011466,FIG_00011466,2605.26266v1,ML,2,captions/ML/CAP_00011466.png
CAP_00011467,FIG_00011467,2605.26266v1,ML,3,captions/ML/CAP_00011467.png
CAP_00011468,FIG_00011468,2605.26266v1,ML,9,captions/ML/CAP_00011468.png
CAP_00011469,FIG_00011469,2605.26266v1,ML,9,captions/ML/CAP_00011469.png
CAP_00011470,FIG_00011470,2605.26266v1,ML,15,captions/ML/CAP_00011470.png
CAP_00011471,FIG_00011471,2605.26266v1,ML,19,captions/ML/CAP_00011471.png
CAP_00011472,FIG_00011472,2605.26266v1,ML,20,captions/ML/CAP_00011472.png
CAP_00011473,FIG_00011473,2605.26266v1,ML,20,captions/ML/CAP_00011473.png
CAP_00011474,FIG_00011474,2605.26266v1,ML,21,captions/ML/CAP_00011474.png
CAP_00011475,FIG_00011475,2605.26266v1,ML,21,captions/ML/CAP_00011475.png
CAP_00011476,FIG_00011476,2605.26266v1,ML,22,captions/ML/CAP_00011476.png
CAP_00011477,FIG_00011477,2605.26266v1,ML,22,captions/ML/CAP_00011477.png
CAP_00011478,FIG_00011478,2605.26266v1,ML,23,captions/ML/CAP_00011478.png
CAP_00011479,FIG_00011479,2605.26266v1,ML,24,captions/ML/CAP_00011479.png
CAP_00011480,FIG_00011480,2605.26266v1,ML,24,captions/ML/CAP_00011480.png
CAP_00011481,FIG_00011481,2605.26266v1,ML,25,captions/ML/CAP_00011481.png
CAP_00011482,FIG_00011482,2605.26255v2,ML,8,captions/ML/CAP_00011482.png
CAP_00011483,FIG_00011483,2605.26248v1,ML,2,captions/ML/CAP_00011483.png
CAP_00011484,FIG_00011484,2605.26248v1,ML,4,captions/ML/CAP_00011484.png
CAP_00011485,FIG_00011485,2605.26248v1,ML,7,captions/ML/CAP_00011485.png
CAP_00011486,FIG_00011486,2605.26248v1,ML,9,captions/ML/CAP_00011486.png
CAP_00011487,FIG_00011487,2605.26248v1,ML,13,captions/ML/CAP_00011487.png
CAP_00011488,FIG_00011488,2605.26248v1,ML,13,captions/ML/CAP_00011488.png
CAP_00011489,FIG_00011489,2605.26248v1,ML,18,captions/ML/CAP_00011489.png
CAP_00011490,FIG_00011490,2605.26248v1,ML,19,captions/ML/CAP_00011490.png
CAP_00011491,FIG_00011491,2605.26248v1,ML,19,captions/ML/CAP_00011491.png
CAP_00011492,FIG_00011492,2605.26248v1,ML,20,captions/ML/CAP_00011492.png
CAP_00011493,FIG_00011493,2605.26248v1,ML,21,captions/ML/CAP_00011493.png
CAP_00011494,FIG_00011494,2605.26248v1,ML,22,captions/ML/CAP_00011494.png
CAP_00011495,FIG_00011495,2605.26248v1,ML,24,captions/ML/CAP_00011495.png
CAP_00011496,FIG_00011496,2605.26248v1,ML,24,captions/ML/CAP_00011496.png
CAP_00011497,FIG_00011497,2605.26248v1,ML,24,captions/ML/CAP_00011497.png
CAP_00011498,FIG_00011498,2605.26248v1,ML,25,captions/ML/CAP_00011498.png
CAP_00011499,FIG_00011499,2605.26248v1,ML,26,captions/ML/CAP_00011499.png
CAP_00011500,FIG_00011500,2605.26248v1,ML,27,captions/ML/CAP_00011500.png
CAP_00011501,FIG_00011501,2605.26248v1,ML,28,captions/ML/CAP_00011501.png
CAP_00011502,FIG_00011502,2605.26248v1,ML,29,captions/ML/CAP_00011502.png
CAP_00011503,FIG_00011503,2605.26248v1,ML,30,captions/ML/CAP_00011503.png
CAP_00011504,FIG_00011504,2605.26248v1,ML,31,captions/ML/CAP_00011504.png
CAP_00011505,FIG_00011505,2605.26248v1,ML,31,captions/ML/CAP_00011505.png
CAP_00011506,FIG_00011506,2605.26248v1,ML,32,captions/ML/CAP_00011506.png
CAP_00011507,FIG_00011507,2605.26248v1,ML,32,captions/ML/CAP_00011507.png
CAP_00011508,FIG_00011508,2605.26248v1,ML,33,captions/ML/CAP_00011508.png
CAP_00011509,FIG_00011509,2605.26248v1,ML,34,captions/ML/CAP_00011509.png
CAP_00011510,FIG_00011510,2605.26248v1,ML,35,captions/ML/CAP_00011510.png
CAP_00011511,FIG_00011511,2605.26248v1,ML,36,captions/ML/CAP_00011511.png
CAP_00011512,FIG_00011512,2605.26248v1,ML,37,captions/ML/CAP_00011512.png
CAP_00011513,FIG_00011513,2605.26248v1,ML,38,captions/ML/CAP_00011513.png
CAP_00011514,FIG_00011514,2605.26246v1,ML,2,captions/ML/CAP_00011514.png
CAP_00011515,FIG_00011515,2605.26246v1,ML,3,captions/ML/CAP_00011515.png
CAP_00011516,FIG_00011516,2605.26246v1,ML,8,captions/ML/CAP_00011516.png
CAP_00011517,FIG_00011517,2605.26246v1,ML,9,captions/ML/CAP_00011517.png
CAP_00011518,FIG_00011518,2605.26246v1,ML,9,captions/ML/CAP_00011518.png
CAP_00011519,FIG_00011519,2605.26246v1,ML,36,captions/ML/CAP_00011519.png
CAP_00011520,FIG_00011520,2605.26246v1,ML,36,captions/ML/CAP_00011520.png
CAP_00011521,FIG_00011521,2605.26246v1,ML,36,captions/ML/CAP_00011521.png
CAP_00011522,FIG_00011522,2605.26246v1,ML,37,captions/ML/CAP_00011522.png
CAP_00011523,FIG_00011523,2605.26246v1,ML,37,captions/ML/CAP_00011523.png
CAP_00011524,FIG_00011524,2605.26246v1,ML,38,captions/ML/CAP_00011524.png
CAP_00011525,FIG_00011525,2605.26243v1,ML,2,captions/ML/CAP_00011525.png
CAP_00011526,FIG_00011526,2605.26243v1,ML,2,captions/ML/CAP_00011526.png
CAP_00011527,FIG_00011527,2605.26243v1,ML,9,captions/ML/CAP_00011527.png
CAP_00011528,FIG_00011528,2605.26243v1,ML,23,captions/ML/CAP_00011528.png
CAP_00011529,FIG_00011529,2605.26243v1,ML,23,captions/ML/CAP_00011529.png
CAP_00011530,FIG_00011530,2605.26234v1,ML,5,captions/ML/CAP_00011530.png
CAP_00011531,FIG_00011531,2605.26234v1,ML,9,captions/ML/CAP_00011531.png
CAP_00011532,FIG_00011532,2605.26234v1,ML,10,captions/ML/CAP_00011532.png
CAP_00011533,FIG_00011533,2605.26234v1,ML,11,captions/ML/CAP_00011533.png
CAP_00011534,FIG_00011534,2605.26234v1,ML,26,captions/ML/CAP_00011534.png
CAP_00011535,FIG_00011535,2605.26234v1,ML,27,captions/ML/CAP_00011535.png
CAP_00011536,FIG_00011536,2605.26234v1,ML,28,captions/ML/CAP_00011536.png
CAP_00011537,FIG_00011537,2605.26234v1,ML,29,captions/ML/CAP_00011537.png
CAP_00011538,FIG_00011538,2605.26234v1,ML,30,captions/ML/CAP_00011538.png
CAP_00011539,FIG_00011539,2605.26234v1,ML,31,captions/ML/CAP_00011539.png
CAP_00011540,FIG_00011540,2605.26234v1,ML,32,captions/ML/CAP_00011540.png
CAP_00011541,FIG_00011541,2605.26234v1,ML,33,captions/ML/CAP_00011541.png
CAP_00011542,FIG_00011542,2605.26222v1,ML,7,captions/ML/CAP_00011542.png
CAP_00011543,FIG_00011543,2605.26222v1,ML,9,captions/ML/CAP_00011543.png
CAP_00011544,FIG_00011544,2605.26112v1,ML,6,captions/ML/CAP_00011544.png
CAP_00011545,FIG_00011545,2605.26111v1,ML,2,captions/ML/CAP_00011545.png
CAP_00011546,FIG_00011546,2605.26111v1,ML,3,captions/ML/CAP_00011546.png
CAP_00011547,FIG_00011547,2605.26111v1,ML,5,captions/ML/CAP_00011547.png
CAP_00011548,FIG_00011548,2605.26111v1,ML,6,captions/ML/CAP_00011548.png
CAP_00011549,FIG_00011549,2605.26111v1,ML,8,captions/ML/CAP_00011549.png
CAP_00011550,FIG_00011550,2605.26111v1,ML,9,captions/ML/CAP_00011550.png
CAP_00011551,FIG_00011551,2605.26111v1,ML,20,captions/ML/CAP_00011551.png
CAP_00011552,FIG_00011552,2605.26111v1,ML,25,captions/ML/CAP_00011552.png
CAP_00011553,FIG_00011553,2605.26111v1,ML,26,captions/ML/CAP_00011553.png
CAP_00011554,FIG_00011554,2605.26111v1,ML,27,captions/ML/CAP_00011554.png
CAP_00011555,FIG_00011555,2605.26111v1,ML,27,captions/ML/CAP_00011555.png
CAP_00011556,FIG_00011556,2605.26111v1,ML,28,captions/ML/CAP_00011556.png
CAP_00011557,FIG_00011557,2605.26111v1,ML,29,captions/ML/CAP_00011557.png
CAP_00011558,FIG_00011558,2605.26111v1,ML,29,captions/ML/CAP_00011558.png
CAP_00011559,FIG_00011559,2605.26111v1,ML,29,captions/ML/CAP_00011559.png
CAP_00011560,FIG_00011560,2605.26111v1,ML,29,captions/ML/CAP_00011560.png
CAP_00011561,FIG_00011561,2605.26111v1,ML,29,captions/ML/CAP_00011561.png
CAP_00011562,FIG_00011562,2605.26111v1,ML,31,captions/ML/CAP_00011562.png
CAP_00011563,FIG_00011563,2605.26111v1,ML,32,captions/ML/CAP_00011563.png
CAP_00011564,FIG_00011564,2605.26111v1,ML,33,captions/ML/CAP_00011564.png
CAP_00011565,FIG_00011565,2605.26110v1,ML,3,captions/ML/CAP_00011565.png
CAP_00011566,FIG_00011566,2605.26106v1,ML,2,captions/ML/CAP_00011566.png
CAP_00011567,FIG_00011567,2605.26106v1,ML,5,captions/ML/CAP_00011567.png
CAP_00011568,FIG_00011568,2605.26106v1,ML,7,captions/ML/CAP_00011568.png
CAP_00011569,FIG_00011569,2605.26106v1,ML,8,captions/ML/CAP_00011569.png
CAP_00011570,FIG_00011570,2605.26106v1,ML,9,captions/ML/CAP_00011570.png
CAP_00011571,FIG_00011571,2605.26106v1,ML,21,captions/ML/CAP_00011571.png
CAP_00011572,FIG_00011572,2605.26106v1,ML,21,captions/ML/CAP_00011572.png
CAP_00011573,FIG_00011573,2605.26097v1,ML,1,captions/ML/CAP_00011573.png
CAP_00011574,FIG_00011574,2605.26097v1,ML,2,captions/ML/CAP_00011574.png
CAP_00011575,FIG_00011575,2605.26097v1,ML,3,captions/ML/CAP_00011575.png
CAP_00011576,FIG_00011576,2605.26097v1,ML,4,captions/ML/CAP_00011576.png
CAP_00011577,FIG_00011577,2605.26097v1,ML,5,captions/ML/CAP_00011577.png
CAP_00011578,FIG_00011578,2605.26097v1,ML,5,captions/ML/CAP_00011578.png
CAP_00011579,FIG_00011579,2605.26097v1,ML,6,captions/ML/CAP_00011579.png
CAP_00011580,FIG_00011580,2605.26097v1,ML,6,captions/ML/CAP_00011580.png
CAP_00011581,FIG_00011581,2605.26097v1,ML,7,captions/ML/CAP_00011581.png
CAP_00011582,FIG_00011582,2605.26093v1,ML,2,captions/ML/CAP_00011582.png
CAP_00011583,FIG_00011583,2605.26093v1,ML,7,captions/ML/CAP_00011583.png
CAP_00011584,FIG_00011584,2605.26093v1,ML,8,captions/ML/CAP_00011584.png
CAP_00011585,FIG_00011585,2605.26093v1,ML,24,captions/ML/CAP_00011585.png
CAP_00011586,FIG_00011586,2605.26093v1,ML,25,captions/ML/CAP_00011586.png
CAP_00011587,FIG_00011587,2605.26092v3,ML,2,captions/ML/CAP_00011587.png
CAP_00011588,FIG_00011588,2605.26092v3,ML,3,captions/ML/CAP_00011588.png
CAP_00011589,FIG_00011589,2605.26092v3,ML,6,captions/ML/CAP_00011589.png
CAP_00011590,FIG_00011590,2605.26092v3,ML,7,captions/ML/CAP_00011590.png
CAP_00011591,FIG_00011591,2605.26092v3,ML,7,captions/ML/CAP_00011591.png
CAP_00011592,FIG_00011592,2605.26092v3,ML,10,captions/ML/CAP_00011592.png
CAP_00011593,FIG_00011593,2605.26087v1,ML,2,captions/ML/CAP_00011593.png
CAP_00011594,FIG_00011594,2605.26087v1,ML,7,captions/ML/CAP_00011594.png
CAP_00011595,FIG_00011595,2605.26087v1,ML,8,captions/ML/CAP_00011595.png
CAP_00011596,FIG_00011596,2605.26087v1,ML,9,captions/ML/CAP_00011596.png
CAP_00011597,FIG_00011597,2605.26087v1,ML,10,captions/ML/CAP_00011597.png
CAP_00011598,FIG_00011598,2605.26087v1,ML,14,captions/ML/CAP_00011598.png
CAP_00011599,FIG_00011599,2605.26087v1,ML,15,captions/ML/CAP_00011599.png
CAP_00011600,FIG_00011600,2605.26087v1,ML,33,captions/ML/CAP_00011600.png
CAP_00011601,FIG_00011601,2605.27458v1,ML,3,captions/ML/CAP_00011601.png
CAP_00011602,FIG_00011602,2605.27458v1,ML,4,captions/ML/CAP_00011602.png
CAP_00011603,FIG_00011603,2605.27458v1,ML,4,captions/ML/CAP_00011603.png
CAP_00011604,FIG_00011604,2605.27458v1,ML,4,captions/ML/CAP_00011604.png
CAP_00011605,FIG_00011605,2605.27458v1,ML,5,captions/ML/CAP_00011605.png
CAP_00011606,FIG_00011606,2605.27458v1,ML,7,captions/ML/CAP_00011606.png
CAP_00011607,FIG_00011607,2605.27458v1,ML,7,captions/ML/CAP_00011607.png
CAP_00011608,FIG_00011608,2605.27458v1,ML,7,captions/ML/CAP_00011608.png
CAP_00011609,FIG_00011609,2605.26072v1,ML,2,captions/ML/CAP_00011609.png
CAP_00011610,FIG_00011610,2605.26072v1,ML,2,captions/ML/CAP_00011610.png
CAP_00011611,FIG_00011611,2605.26072v1,ML,2,captions/ML/CAP_00011611.png
CAP_00011612,FIG_00011612,2605.26072v1,ML,8,captions/ML/CAP_00011612.png
CAP_00011613,FIG_00011613,2605.26072v1,ML,8,captions/ML/CAP_00011613.png
CAP_00011614,FIG_00011614,2605.26072v1,ML,9,captions/ML/CAP_00011614.png
CAP_00011615,FIG_00011615,2605.26072v1,ML,9,captions/ML/CAP_00011615.png
CAP_00011616,FIG_00011616,2605.26072v1,ML,24,captions/ML/CAP_00011616.png
CAP_00011617,FIG_00011617,2605.26072v1,ML,24,captions/ML/CAP_00011617.png
CAP_00011618,FIG_00011618,2605.26072v1,ML,24,captions/ML/CAP_00011618.png
CAP_00011619,FIG_00011619,2605.26072v1,ML,24,captions/ML/CAP_00011619.png
CAP_00011620,FIG_00011620,2605.26072v1,ML,24,captions/ML/CAP_00011620.png
CAP_00011621,FIG_00011621,2605.26072v1,ML,25,captions/ML/CAP_00011621.png
CAP_00011622,FIG_00011622,2605.26072v1,ML,26,captions/ML/CAP_00011622.png
CAP_00011623,FIG_00011623,2605.26068v2,ML,4,captions/ML/CAP_00011623.png
CAP_00011624,FIG_00011624,2605.26068v2,ML,5,captions/ML/CAP_00011624.png
CAP_00011625,FIG_00011625,2605.26068v2,ML,6,captions/ML/CAP_00011625.png
CAP_00011626,FIG_00011626,2605.26068v2,ML,6,captions/ML/CAP_00011626.png
CAP_00011627,FIG_00011627,2605.26068v2,ML,7,captions/ML/CAP_00011627.png
CAP_00011628,FIG_00011628,2605.26068v2,ML,8,captions/ML/CAP_00011628.png
CAP_00011629,FIG_00011629,2605.26068v2,ML,8,captions/ML/CAP_00011629.png
CAP_00011630,FIG_00011630,2605.26068v2,ML,14,captions/ML/CAP_00011630.png
CAP_00011631,FIG_00011631,2605.26068v2,ML,15,captions/ML/CAP_00011631.png
CAP_00011632,FIG_00011632,2605.26068v2,ML,16,captions/ML/CAP_00011632.png
CAP_00011633,FIG_00011633,2605.26068v2,ML,19,captions/ML/CAP_00011633.png
CAP_00011634,FIG_00011634,2605.26067v1,ML,3,captions/ML/CAP_00011634.png
CAP_00011635,FIG_00011635,2605.26067v1,ML,8,captions/ML/CAP_00011635.png
CAP_00011636,FIG_00011636,2605.26067v1,ML,8,captions/ML/CAP_00011636.png
CAP_00011637,FIG_00011637,2605.26067v1,ML,9,captions/ML/CAP_00011637.png
CAP_00011638,FIG_00011638,2605.26067v1,ML,9,captions/ML/CAP_00011638.png
CAP_00011639,FIG_00011639,2605.26067v1,ML,30,captions/ML/CAP_00011639.png
CAP_00011640,FIG_00011640,2605.26067v1,ML,31,captions/ML/CAP_00011640.png
CAP_00011641,FIG_00011641,2605.26067v1,ML,33,captions/ML/CAP_00011641.png
CAP_00011642,FIG_00011642,2605.26067v1,ML,33,captions/ML/CAP_00011642.png
CAP_00011643,FIG_00011643,2605.26064v3,ML,1,captions/ML/CAP_00011643.png
CAP_00011644,FIG_00011644,2605.26064v3,ML,1,captions/ML/CAP_00011644.png
CAP_00011645,FIG_00011645,2605.26064v3,ML,1,captions/ML/CAP_00011645.png
CAP_00011646,FIG_00011646,2605.26064v3,ML,3,captions/ML/CAP_00011646.png
CAP_00011647,FIG_00011647,2605.26064v3,ML,4,captions/ML/CAP_00011647.png
CAP_00011648,FIG_00011648,2605.26064v3,ML,6,captions/ML/CAP_00011648.png
CAP_00011649,FIG_00011649,2605.26061v1,ML,3,captions/ML/CAP_00011649.png
CAP_00011650,FIG_00011650,2605.26061v1,ML,5,captions/ML/CAP_00011650.png
