figure_id,paper_id,field,category,page,image_path,figure_x1,figure_y1,figure_x2,figure_y2,caption_x1,caption_y1,caption_x2,caption_y2
FIG_00008510,2605.29607v1,ML,cs.LG,4,figures/ML/FIG_00008510.png,623.18,1050.73,1045.45,1277.76,609.78,1299.24,1053.08,1442.58
FIG_00008511,2605.29607v1,ML,cs.LG,8,figures/ML/FIG_00008511.png,143.03,285.33,564.85,472.86,139.96,480.01,581.79,598.02
FIG_00008512,2605.29607v1,ML,cs.LG,8,figures/ML/FIG_00008512.png,614.76,151.54,1035.78,333.94,610.47,339.57,1051.96,482.51
FIG_00008513,2605.29607v1,ML,cs.LG,8,figures/ML/FIG_00008513.png,144.54,943.96,563.83,1135.67,139.31,1141.82,582.21,1261.23
FIG_00008514,2605.29587v1,ML,cs.LG,3,figures/ML/FIG_00008514.png,157.36,107.63,1067.11,387.57,105.26,405.29,1120.82,537.25
FIG_00008515,2605.29587v1,ML,cs.LG,3,figures/ML/FIG_00008515.png,157.65,107.83,1066.0,387.79,105.26,405.29,1120.82,537.25
FIG_00008516,2605.29587v1,ML,cs.LG,8,figures/ML/FIG_00008516.png,116.72,114.31,1104.51,525.4,105.13,554.74,1118.65,665.02
FIG_00008517,2605.29582v1,ML,cs.LG,1,figures/ML/FIG_00008517.png,613.06,438.21,1046.79,879.19,609.92,900.19,1051.76,1019.19
FIG_00008518,2605.29582v1,ML,cs.LG,3,figures/ML/FIG_00008518.png,143.93,139.96,1044.98,562.04,141.03,581.88,1050.91,630.88
FIG_00008519,2605.29582v1,ML,cs.LG,5,figures/ML/FIG_00008519.png,141.88,140.55,1047.75,583.41,140.27,605.31,1051.1,677.16
FIG_00008520,2605.29582v1,ML,cs.LG,7,figures/ML/FIG_00008520.png,610.58,696.43,1049.4,909.51,610.18,929.4,1050.63,1000.68
FIG_00008521,2605.29582v1,ML,cs.LG,7,figures/ML/FIG_00008521.png,140.68,644.17,581.0,866.02,139.94,883.88,582.64,1002.51
FIG_00008522,2605.29582v1,ML,cs.LG,8,figures/ML/FIG_00008522.png,655.3,464.0,1007.65,720.87,609.48,741.82,1052.96,788.8
FIG_00008523,2605.29582v1,ML,cs.LG,15,figures/ML/FIG_00008523.png,168.34,483.11,1022.08,1132.47,138.95,1162.25,1053.74,1213.94
FIG_00008524,2605.29582v1,ML,cs.LG,15,figures/ML/FIG_00008524.png,211.96,845.22,240.3,876.41,138.95,1162.25,1053.74,1213.94
FIG_00008525,2605.29582v1,ML,cs.LG,15,figures/ML/FIG_00008525.png,212.21,742.09,239.34,773.83,138.95,1162.25,1053.74,1213.94
FIG_00008526,2605.29580v1,ML,cs.LG,2,figures/ML/FIG_00008526.png,212.79,142.01,1002.29,418.29,212.96,431.51,1011.44,673.19
FIG_00008527,2605.29580v1,ML,cs.LG,6,figures/ML/FIG_00008527.png,217.33,1006.73,1007.28,1293.25,213.41,1306.63,1010.97,1438.68
FIG_00008528,2605.29580v1,ML,cs.LG,7,figures/ML/FIG_00008528.png,219.32,423.83,999.34,702.36,213.42,720.06,1011.65,852.44
FIG_00008529,2605.29580v1,ML,cs.LG,8,figures/ML/FIG_00008529.png,217.41,429.73,1005.65,709.33,213.4,728.16,1010.69,816.85
FIG_00008530,2605.29580v1,ML,cs.LG,9,figures/ML/FIG_00008530.png,217.14,146.82,1007.4,461.85,213.3,473.57,1012.39,670.47
FIG_00008531,2605.29580v1,ML,cs.LG,13,figures/ML/FIG_00008531.png,216.86,151.62,1008.04,763.59,213.0,776.14,1011.69,887.19
FIG_00008532,2605.29580v1,ML,cs.LG,15,figures/ML/FIG_00008532.png,220.44,212.04,1002.71,494.09,306.67,512.42,916.92,536.81
FIG_00008533,2605.29580v1,ML,cs.LG,15,figures/ML/FIG_00008533.png,220.26,575.14,1000.9,832.25,212.47,849.92,1012.03,938.04
FIG_00008534,2605.29580v1,ML,cs.LG,15,figures/ML/FIG_00008534.png,219.2,990.47,1002.71,1224.86,212.07,1242.65,1011.82,1289.59
FIG_00008535,2605.29580v1,ML,cs.LG,16,figures/ML/FIG_00008535.png,219.05,171.85,1002.53,407.78,212.81,426.03,1010.8,559.4
FIG_00008536,2605.29580v1,ML,cs.LG,16,figures/ML/FIG_00008536.png,229.78,1035.01,996.54,1267.31,213.34,1287.84,1011.02,1421.32
FIG_00008537,2605.29580v1,ML,cs.LG,16,figures/ML/FIG_00008537.png,295.66,611.54,919.6,851.42,213.16,868.8,1010.94,979.2
FIG_00008538,2605.29580v1,ML,cs.LG,17,figures/ML/FIG_00008538.png,217.74,387.24,998.11,1108.29,213.11,1125.66,1010.9,1303.46
FIG_00008539,2605.29548v1,ML,cs.LG,2,figures/ML/FIG_00008539.png,621.74,257.87,1000.37,466.47,610.46,468.1,1011.69,882.28
FIG_00008540,2605.29548v1,ML,cs.LG,4,figures/ML/FIG_00008540.png,215.86,112.88,1010.04,303.74,212.62,322.55,1010.57,456.04
FIG_00008541,2605.29548v1,ML,cs.LG,5,figures/ML/FIG_00008541.png,664.64,894.57,993.05,1089.94,648.92,1090.94,1012.64,1311.43
FIG_00008542,2605.29548v1,ML,cs.LG,6,figures/ML/FIG_00008542.png,215.7,124.82,1008.36,488.18,213.7,499.86,1012.73,765.38
FIG_00008543,2605.29548v1,ML,cs.LG,7,figures/ML/FIG_00008543.png,253.41,145.36,965.44,379.29,213.27,390.27,1011.05,501.96
FIG_00008544,2605.29548v1,ML,cs.LG,7,figures/ML/FIG_00008544.png,666.09,859.36,990.01,1210.65,649.35,1220.29,1012.42,1395.2
FIG_00008545,2605.29548v1,ML,cs.LG,8,figures/ML/FIG_00008545.png,234.75,115.57,988.07,487.48,212.8,506.12,1011.05,638.8
FIG_00008546,2605.29548v1,ML,cs.LG,9,figures/ML/FIG_00008546.png,250.48,110.24,967.08,497.73,212.94,506.99,1011.41,661.59
FIG_00008547,2605.29548v1,ML,cs.LG,9,figures/ML/FIG_00008547.png,648.8,939.88,1008.89,1170.9,649.04,1177.6,1011.58,1265.89
FIG_00008548,2605.29548v1,ML,cs.LG,26,figures/ML/FIG_00008548.png,218.32,146.15,1006.16,371.78,229.88,393.16,970.63,417.82
FIG_00008549,2605.29548v1,ML,cs.LG,28,figures/ML/FIG_00008549.png,215.63,587.1,1009.58,807.58,213.01,825.14,1011.39,937.04
FIG_00008550,2605.29548v1,ML,cs.LG,29,figures/ML/FIG_00008550.png,217.29,448.63,1006.28,662.31,212.96,682.23,1013.15,814.56
FIG_00008551,2605.29548v1,ML,cs.LG,30,figures/ML/FIG_00008551.png,252.0,722.21,970.06,1204.23,213.12,1221.34,1011.37,1375.88
FIG_00008552,2605.29548v1,ML,cs.LG,30,figures/ML/FIG_00008552.png,254.68,294.94,968.24,515.61,212.98,534.64,1011.17,689.46
FIG_00008553,2605.29548v1,ML,cs.LG,31,figures/ML/FIG_00008553.png,215.97,381.89,1005.04,894.01,214.38,913.79,1011.39,1024.85
FIG_00008554,2605.29548v1,ML,cs.LG,32,figures/ML/FIG_00008554.png,215.63,243.43,1004.1,1083.41,213.78,1102.93,1011.38,1345.02
FIG_00008555,2605.29548v1,ML,cs.LG,33,figures/ML/FIG_00008555.png,217.46,351.37,1005.64,635.71,212.48,654.99,1013.28,856.14
FIG_00008556,2605.29548v1,ML,cs.LG,34,figures/ML/FIG_00008556.png,217.48,678.52,1004.2,919.28,212.53,939.28,1012.9,1094.79
FIG_00008557,2605.29548v1,ML,cs.LG,34,figures/ML/FIG_00008557.png,218.36,147.66,993.3,468.36,212.63,491.33,1011.79,647.63
FIG_00008558,2605.29548v1,ML,cs.LG,35,figures/ML/FIG_00008558.png,214.08,141.84,1006.48,661.76,213.56,680.35,1010.85,834.61
FIG_00008559,2605.29548v1,ML,cs.LG,36,figures/ML/FIG_00008559.png,219.73,464.76,1003.71,940.17,212.99,963.52,1011.44,1121.55
FIG_00008560,2605.29548v1,ML,cs.LG,37,figures/ML/FIG_00008560.png,214.97,884.48,1007.23,1039.76,214.36,1056.11,1010.91,1100.39
FIG_00008561,2605.29548v1,ML,cs.LG,37,figures/ML/FIG_00008561.png,416.42,244.42,805.6,501.21,383.21,522.84,838.17,546.43
FIG_00008562,2605.29548v1,ML,cs.LG,37,figures/ML/FIG_00008562.png,416.52,245.37,805.3,501.28,383.21,522.84,838.17,546.43
FIG_00008563,2605.29535v1,ML,cs.LG,2,figures/ML/FIG_00008563.png,530.97,742.27,1010.81,1245.47,530.91,1275.21,1010.43,1408.17
FIG_00008564,2605.29535v1,ML,cs.LG,4,figures/ML/FIG_00008564.png,226.68,156.71,999.39,473.54,213.61,491.04,1010.75,577.58
FIG_00008565,2605.29535v1,ML,cs.LG,4,figures/ML/FIG_00008565.png,785.52,162.06,990.04,438.29,772.99,446.1,1002.96,472.78
FIG_00008566,2605.29535v1,ML,cs.LG,12,figures/ML/FIG_00008566.png,333.43,144.85,868.54,517.85,338.43,537.16,885.65,561.71
FIG_00008567,2605.29531v1,ML,cs.LG,5,figures/ML/FIG_00008567.png,190.54,116.07,1015.21,1214.29,110.55,1243.52,1078.89,1305.05
FIG_00008568,2605.29531v1,ML,cs.LG,6,figures/ML/FIG_00008568.png,195.34,112.57,990.21,1222.48,110.13,1243.85,1080.19,1302.06
FIG_00008569,2605.29531v1,ML,cs.LG,9,figures/ML/FIG_00008569.png,164.75,880.29,1025.39,1296.87,109.44,1326.43,1080.85,1412.46
FIG_00008570,2605.29531v1,ML,cs.LG,9,figures/ML/FIG_00008570.png,358.38,397.38,831.42,791.72,188.95,825.98,976.35,855.59
FIG_00008571,2605.29525v1,ML,cs.LG,5,figures/ML/FIG_00008571.png,266.07,247.07,956.18,478.24,265.78,493.8,957.61,595.76
FIG_00008572,2605.29525v1,ML,cs.LG,12,figures/ML/FIG_00008572.png,264.06,244.98,957.35,520.13,264.78,536.27,957.0,608.52
FIG_00008573,2605.29525v1,ML,cs.LG,12,figures/ML/FIG_00008573.png,263.8,616.28,959.71,850.15,264.61,865.71,958.31,936.78
FIG_00008574,2605.29525v1,ML,cs.LG,13,figures/ML/FIG_00008574.png,263.97,246.72,957.34,481.36,264.89,498.56,957.68,616.57
FIG_00008575,2605.29525v1,ML,cs.LG,14,figures/ML/FIG_00008575.png,267.85,564.41,953.39,866.34,266.0,884.24,956.61,956.83
FIG_00008576,2605.29525v1,ML,cs.LG,14,figures/ML/FIG_00008576.png,266.53,246.62,949.72,465.37,265.97,483.78,958.42,555.89
FIG_00008577,2605.29525v1,ML,cs.LG,15,figures/ML/FIG_00008577.png,265.35,247.65,957.1,453.71,264.61,473.91,958.01,545.95
FIG_00008578,2605.29523v1,ML,cs.LG,1,figures/ML/FIG_00008578.png,611.31,437.52,1047.5,1012.2,610.37,1031.37,1052.46,1126.02
FIG_00008579,2605.29523v1,ML,cs.LG,3,figures/ML/FIG_00008579.png,143.05,141.46,1029.93,416.42,140.39,437.0,1053.4,508.18
FIG_00008580,2605.29523v1,ML,cs.LG,5,figures/ML/FIG_00008580.png,141.17,143.73,1027.16,676.09,139.9,697.24,1052.8,769.03
FIG_00008581,2605.29523v1,ML,cs.LG,7,figures/ML/FIG_00008581.png,138.86,150.23,1036.3,383.67,139.19,421.91,1052.45,469.78
FIG_00008582,2605.29523v1,ML,cs.LG,8,figures/ML/FIG_00008582.png,617.6,145.08,1002.25,330.64,609.52,353.09,1053.12,447.35
FIG_00008583,2605.29523v1,ML,cs.LG,13,figures/ML/FIG_00008583.png,166.21,141.4,1023.64,437.02,139.37,457.67,1051.55,505.72
FIG_00008584,2605.29523v1,ML,cs.LG,15,figures/ML/FIG_00008584.png,157.96,203.36,1018.0,766.86,294.44,787.18,895.51,811.59
FIG_00008585,2605.29523v1,ML,cs.LG,15,figures/ML/FIG_00008585.png,157.75,346.53,1016.37,765.29,294.44,787.18,895.51,811.59
FIG_00008586,2605.29511v2,ML,cs.LG,3,figures/ML/FIG_00008586.png,139.2,139.05,1050.35,468.13,140.15,479.63,1050.71,550.61
FIG_00008587,2605.29511v2,ML,cs.LG,4,figures/ML/FIG_00008587.png,138.97,141.36,1049.43,524.25,138.8,537.42,1051.62,594.07
FIG_00008588,2605.29511v2,ML,cs.LG,4,figures/ML/FIG_00008588.png,140.47,621.34,1051.91,756.02,140.75,766.47,1051.4,816.95
FIG_00008589,2605.29511v2,ML,cs.LG,5,figures/ML/FIG_00008589.png,141.82,139.95,576.6,583.42,138.87,601.05,582.2,697.31
FIG_00008590,2605.29511v2,ML,cs.LG,6,figures/ML/FIG_00008590.png,171.99,142.13,1025.63,362.09,142.63,374.96,1051.02,424.57
FIG_00008591,2605.29511v2,ML,cs.LG,8,figures/ML/FIG_00008591.png,140.14,138.18,1045.32,420.63,139.71,432.32,1052.26,529.56
FIG_00008592,2605.29495v1,ML,cs.LG,2,figures/ML/FIG_00008592.png,143.38,149.36,1036.7,475.77,139.7,499.81,1051.66,595.69
FIG_00008593,2605.29495v1,ML,cs.LG,3,figures/ML/FIG_00008593.png,142.14,142.65,1042.95,454.55,139.82,472.71,1051.71,545.78
FIG_00008594,2605.29495v1,ML,cs.LG,7,figures/ML/FIG_00008594.png,167.56,146.43,1026.76,588.78,140.08,610.1,1052.98,682.72
FIG_00008595,2605.29495v1,ML,cs.LG,8,figures/ML/FIG_00008595.png,148.23,137.97,1039.23,552.51,140.22,569.23,1050.67,641.47
FIG_00008596,2605.29495v1,ML,cs.LG,8,figures/ML/FIG_00008596.png,615.76,683.95,1046.9,943.37,609.39,965.35,1051.27,1012.13
FIG_00008597,2605.29494v1,ML,cs.LG,4,figures/ML/FIG_00008597.png,265.17,246.57,957.09,477.43,266.17,494.67,956.73,614.41
FIG_00008598,2605.29494v1,ML,cs.LG,12,figures/ML/FIG_00008598.png,264.94,247.09,956.02,499.5,265.38,517.25,957.09,587.35
FIG_00008599,2605.29494v1,ML,cs.LG,13,figures/ML/FIG_00008599.png,264.18,246.72,958.66,478.53,264.78,494.77,958.38,565.8
FIG_00008600,2605.29494v1,ML,cs.LG,13,figures/ML/FIG_00008600.png,264.38,574.96,958.6,807.44,265.31,823.11,959.69,919.45
FIG_00008601,2605.29494v1,ML,cs.LG,14,figures/ML/FIG_00008601.png,270.86,310.41,944.47,658.88,266.24,676.84,958.19,772.18
FIG_00008602,2605.29494v1,ML,cs.LG,15,figures/ML/FIG_00008602.png,264.93,247.39,956.98,455.96,265.65,476.91,958.66,549.24
FIG_00008603,2605.29489v1,ML,cs.LG,3,figures/ML/FIG_00008603.png,151.39,146.01,1039.51,486.72,107.94,507.77,1085.84,550.37
FIG_00008604,2605.29489v1,ML,cs.LG,4,figures/ML/FIG_00008604.png,113.05,775.93,577.48,943.12,109.08,956.64,581.01,1058.44
FIG_00008605,2605.29489v1,ML,cs.LG,4,figures/ML/FIG_00008605.png,146.42,139.2,1048.64,686.52,107.61,705.56,1086.36,765.98
FIG_00008606,2605.29489v1,ML,cs.LG,4,figures/ML/FIG_00008606.png,146.54,138.53,1048.63,686.91,107.61,705.56,1086.36,765.98
FIG_00008607,2605.29489v1,ML,cs.LG,8,figures/ML/FIG_00008607.png,144.99,143.18,1051.13,675.06,106.78,691.18,1088.95,754.23
FIG_00008608,2605.29489v1,ML,cs.LG,9,figures/ML/FIG_00008608.png,625.56,136.23,1072.12,429.67,612.52,442.05,1086.5,542.59
FIG_00008609,2605.29464v1,ML,cs.LG,8,figures/ML/FIG_00008609.png,266.74,188.23,953.79,563.37,180.49,582.49,1042.92,630.74
FIG_00008610,2605.29464v1,ML,cs.LG,16,figures/ML/FIG_00008610.png,324.73,216.71,939.44,557.63,181.72,587.31,1041.66,637.26
FIG_00008611,2605.29464v1,ML,cs.LG,16,figures/ML/FIG_00008611.png,325.22,729.57,940.1,1076.87,515.22,1105.08,707.58,1130.14
FIG_00008612,2605.29464v1,ML,cs.LG,17,figures/ML/FIG_00008612.png,325.05,216.49,939.8,559.36,522.81,587.33,699.39,613.92
FIG_00008613,2605.29464v1,ML,cs.LG,19,figures/ML/FIG_00008613.png,324.96,216.79,939.27,557.67,181.74,587.31,1041.64,637.28
FIG_00008614,2605.29464v1,ML,cs.LG,19,figures/ML/FIG_00008614.png,324.55,728.3,939.41,1075.62,180.91,1104.16,1042.84,1154.2
FIG_00008615,2605.29464v1,ML,cs.LG,20,figures/ML/FIG_00008615.png,324.96,216.78,939.24,557.7,181.59,587.3,1041.61,637.42
FIG_00008616,2605.29464v1,ML,cs.LG,20,figures/ML/FIG_00008616.png,324.48,727.95,939.4,1075.72,181.45,1104.14,1042.76,1154.15
FIG_00008617,2605.29464v1,ML,cs.LG,21,figures/ML/FIG_00008617.png,324.98,216.69,939.3,557.82,181.04,587.21,1041.78,637.19
FIG_00008618,2605.29464v1,ML,cs.LG,21,figures/ML/FIG_00008618.png,324.57,728.78,939.47,1076.13,181.8,1104.18,1042.92,1154.49
FIG_00008619,2605.29454v1,ML,cs.LG,7,figures/ML/FIG_00008619.png,636.5,816.71,1076.74,1084.1,628.88,1113.76,1083.92,1273.43
FIG_00008620,2605.29454v1,ML,cs.LG,10,figures/ML/FIG_00008620.png,403.34,599.27,812.37,902.59,141.24,922.45,1084.23,1044.13
FIG_00008621,2605.29454v1,ML,cs.LG,11,figures/ML/FIG_00008621.png,403.27,892.65,812.68,1196.3,141.4,1219.15,1083.29,1314.91
FIG_00008622,2605.29454v1,ML,cs.LG,14,figures/ML/FIG_00008622.png,158.93,219.61,1057.12,796.71,142.08,816.15,1083.78,912.46
FIG_00008623,2605.29454v1,ML,cs.LG,16,figures/ML/FIG_00008623.png,147.37,150.56,1073.73,747.11,142.42,770.69,1082.53,878.7
FIG_00008624,2605.29454v1,ML,cs.LG,17,figures/ML/FIG_00008624.png,152.27,145.6,1062.54,393.72,142.19,409.45,1083.74,555.94
FIG_00008625,2605.29412v1,ML,cs.LG,1,figures/ML/FIG_00008625.png,644.52,1007.9,1094.76,1237.05,664.92,1250.74,1079.16,1272.3
FIG_00008626,2605.29412v1,ML,cs.LG,7,figures/ML/FIG_00008626.png,643.3,662.05,1096.96,1066.82,659.28,1079.77,1080.98,1103.23
FIG_00008627,2605.29412v1,ML,cs.LG,7,figures/ML/FIG_00008627.png,125.24,433.26,579.03,827.43,105.71,841.5,599.87,983.4
FIG_00008628,2605.29412v1,ML,cs.LG,7,figures/ML/FIG_00008628.png,641.46,96.41,1096.46,501.47,624.32,515.6,1117.0,635.14
FIG_00008629,2605.29412v1,ML,cs.LG,7,figures/ML/FIG_00008629.png,173.33,98.86,531.4,373.18,217.75,384.66,487.38,408.34
FIG_00008630,2605.29412v1,ML,cs.LG,8,figures/ML/FIG_00008630.png,125.02,99.28,580.78,512.76,153.68,525.78,550.36,549.02
FIG_00008631,2605.29401v1,ML,cs.LG,15,figures/ML/FIG_00008631.png,270.89,424.91,946.22,760.53,251.98,781.49,969.96,806.2
FIG_00008632,2605.29401v1,ML,cs.LG,16,figures/ML/FIG_00008632.png,223.14,149.86,1007.65,719.69,213.49,736.1,1010.33,781.02
FIG_00008633,2605.29373v2,ML,cs.LG,13,figures/ML/FIG_00008633.png,181.82,211.65,845.94,634.06,141.82,653.57,884.73,749.05
FIG_00008634,2605.29373v2,ML,cs.LG,14,figures/ML/FIG_00008634.png,159.19,680.83,868.34,820.68,144.06,831.43,882.57,902.53
FIG_00008635,2605.29373v2,ML,cs.LG,15,figures/ML/FIG_00008635.png,144.15,190.38,882.6,424.75,421.53,429.86,605.63,450.55
FIG_00008636,2605.29373v2,ML,cs.LG,15,figures/ML/FIG_00008636.png,142.87,187.26,881.91,981.01,141.78,1003.9,884.25,1102.01
FIG_00008637,2605.29373v2,ML,cs.LG,16,figures/ML/FIG_00008637.png,158.26,954.17,869.05,1095.18,142.16,1106.06,883.46,1177.23
FIG_00008638,2605.29373v2,ML,cs.LG,17,figures/ML/FIG_00008638.png,162.26,200.16,865.13,1017.09,141.75,1033.1,883.9,1152.87
FIG_00008639,2605.29373v2,ML,cs.LG,19,figures/ML/FIG_00008639.png,165.91,300.25,866.33,662.6,142.69,673.46,883.5,744.92
FIG_00008640,2605.29373v2,ML,cs.LG,20,figures/ML/FIG_00008640.png,162.56,195.58,865.46,1004.62,141.27,1020.75,884.96,1142.15
FIG_00008641,2605.29373v2,ML,cs.LG,20,figures/ML/FIG_00008641.png,162.92,198.07,863.94,429.59,421.42,435.99,605.06,457.09
FIG_00008642,2605.29366v1,ML,cs.LG,2,figures/ML/FIG_00008642.png,215.31,142.89,996.45,400.76,212.74,413.92,1011.77,504.15
FIG_00008643,2605.29366v1,ML,cs.LG,6,figures/ML/FIG_00008643.png,214.38,219.98,1008.09,641.45,213.45,658.86,1010.59,704.77
FIG_00008644,2605.29366v1,ML,cs.LG,22,figures/ML/FIG_00008644.png,215.5,1114.54,1006.83,1351.03,211.96,1366.53,1010.68,1413.51
FIG_00008645,2605.29355v1,ML,cs.LG,2,figures/ML/FIG_00008645.png,216.49,143.61,1008.15,459.74,213.78,473.03,1010.69,671.28
FIG_00008646,2605.29355v1,ML,cs.LG,4,figures/ML/FIG_00008646.png,609.98,530.95,1009.92,1092.1,610.59,1101.42,1012.28,1363.95
FIG_00008647,2605.29355v1,ML,cs.LG,6,figures/ML/FIG_00008647.png,216.04,140.58,1009.68,530.36,212.82,544.85,1012.08,787.86
FIG_00008648,2605.29355v1,ML,cs.LG,8,figures/ML/FIG_00008648.png,212.95,142.77,1005.22,582.0,212.96,593.3,1012.11,681.78
FIG_00008649,2605.29355v1,ML,cs.LG,9,figures/ML/FIG_00008649.png,212.51,143.44,1011.33,325.16,212.47,334.87,1011.17,445.38
FIG_00008650,2605.29355v1,ML,cs.LG,13,figures/ML/FIG_00008650.png,215.94,477.7,1000.1,703.13,212.86,715.72,1010.36,804.53
FIG_00008651,2605.29355v1,ML,cs.LG,13,figures/ML/FIG_00008651.png,618.31,891.92,1001.59,1071.87,610.05,1085.89,1012.28,1195.58
FIG_00008652,2605.29355v1,ML,cs.LG,14,figures/ML/FIG_00008652.png,219.77,147.42,1006.31,650.98,213.91,665.5,1011.61,775.55
FIG_00008653,2605.29355v1,ML,cs.LG,15,figures/ML/FIG_00008653.png,222.03,565.9,1005.41,806.54,213.99,819.32,1011.63,885.86
FIG_00008654,2605.29355v1,ML,cs.LG,16,figures/ML/FIG_00008654.png,214.3,194.47,1009.35,530.17,212.55,539.69,1011.65,673.01
FIG_00008655,2605.29355v1,ML,cs.LG,16,figures/ML/FIG_00008655.png,213.92,709.15,1006.86,1147.42,213.03,1157.46,1010.29,1223.65
FIG_00008656,2605.29355v1,ML,cs.LG,17,figures/ML/FIG_00008656.png,215.73,269.76,1002.95,588.96,212.86,600.4,1011.9,778.29
FIG_00008657,2605.29355v1,ML,cs.LG,17,figures/ML/FIG_00008657.png,212.73,1050.57,1010.68,1209.95,212.45,1219.29,1012.5,1309.63
FIG_00008658,2605.29354v1,ML,cs.LG,3,figures/ML/FIG_00008658.png,167.81,149.24,1054.94,638.99,383.24,662.1,840.03,686.51
FIG_00008659,2605.29354v1,ML,cs.LG,7,figures/ML/FIG_00008659.png,232.0,433.61,990.42,626.8,306.45,644.45,916.83,668.52
FIG_00008660,2605.29354v1,ML,cs.LG,7,figures/ML/FIG_00008660.png,230.97,198.16,989.47,629.67,306.45,644.45,916.83,668.52
FIG_00008661,2605.29354v1,ML,cs.LG,9,figures/ML/FIG_00008661.png,452.1,344.36,772.99,545.91,195.22,568.15,1027.67,593.24
FIG_00008662,2605.29351v1,ML,cs.LG,2,figures/ML/FIG_00008662.png,214.34,143.32,1010.95,471.99,213.07,487.18,1010.63,640.76
FIG_00008663,2605.29351v1,ML,cs.LG,4,figures/ML/FIG_00008663.png,305.72,140.98,921.24,392.9,212.07,407.47,1012.26,497.63
FIG_00008664,2605.29351v1,ML,cs.LG,5,figures/ML/FIG_00008664.png,215.98,597.63,1005.03,731.87,212.15,748.82,1010.36,838.43
FIG_00008665,2605.29351v1,ML,cs.LG,6,figures/ML/FIG_00008665.png,233.26,143.67,990.23,366.32,212.22,383.7,1011.59,493.98
FIG_00008666,2605.29351v1,ML,cs.LG,20,figures/ML/FIG_00008666.png,218.48,537.03,1007.2,832.52,213.38,848.78,1011.96,1025.34
FIG_00008667,2605.29329v1,ML,cs.LG,4,figures/ML/FIG_00008667.png,205.08,192.05,970.36,684.17,404.63,724.59,799.18,749.15
FIG_00008668,2605.29329v1,ML,cs.LG,5,figures/ML/FIG_00008668.png,159.45,179.03,1012.09,237.23,244.4,257.01,930.58,281.55
FIG_00008669,2605.29329v1,ML,cs.LG,7,figures/ML/FIG_00008669.png,179.85,195.44,1017.67,930.75,231.15,960.45,943.01,988.14
FIG_00008670,2605.29329v1,ML,cs.LG,8,figures/ML/FIG_00008670.png,268.02,200.04,1015.14,793.79,158.52,821.62,1017.79,904.15
FIG_00008671,2605.29329v1,ML,cs.LG,14,figures/ML/FIG_00008671.png,165.61,181.07,1002.82,393.32,158.74,414.68,1015.56,467.71
FIG_00008672,2605.29329v1,ML,cs.LG,16,figures/ML/FIG_00008672.png,182.92,207.68,991.81,1172.59,157.91,1191.53,1018.38,1277.08
FIG_00008673,2605.29329v1,ML,cs.LG,18,figures/ML/FIG_00008673.png,166.57,178.85,1003.07,404.46,158.55,424.99,1017.36,478.42
FIG_00008674,2605.29329v1,ML,cs.LG,21,figures/ML/FIG_00008674.png,300.92,195.09,871.6,1195.35,157.3,1216.44,1017.92,1303.05
FIG_00008675,2605.29329v1,ML,cs.LG,22,figures/ML/FIG_00008675.png,293.57,201.14,859.4,1196.26,157.55,1216.04,1018.08,1303.07
FIG_00008676,2605.29329v1,ML,cs.LG,32,figures/ML/FIG_00008676.png,199.13,183.59,968.59,558.63,158.4,593.17,1018.55,678.3
FIG_00008677,2605.29329v1,ML,cs.LG,32,figures/ML/FIG_00008677.png,174.93,699.31,999.54,865.94,158.09,903.82,1018.23,1014.97
FIG_00008678,2605.29329v1,ML,cs.LG,37,figures/ML/FIG_00008678.png,202.82,799.52,970.57,1058.9,157.34,1096.94,1018.2,1179.04
FIG_00008679,2605.29329v1,ML,cs.LG,38,figures/ML/FIG_00008679.png,405.61,183.27,784.47,431.08,238.17,467.59,934.81,493.02
FIG_00008680,2605.29329v1,ML,cs.LG,41,figures/ML/FIG_00008680.png,205.17,185.23,970.84,501.21,157.99,538.62,1018.23,650.86
FIG_00008681,2605.29329v1,ML,cs.LG,41,figures/ML/FIG_00008681.png,205.99,668.42,973.62,1077.41,157.78,1111.63,1018.71,1223.87
FIG_00008682,2605.29329v1,ML,cs.LG,41,figures/ML/FIG_00008682.png,207.14,668.79,973.4,1077.37,157.78,1111.63,1018.71,1223.87
FIG_00008683,2605.29329v1,ML,cs.LG,42,figures/ML/FIG_00008683.png,413.42,178.23,782.85,388.22,239.19,429.66,934.46,455.07
FIG_00008684,2605.29327v1,ML,cs.LG,1,figures/ML/FIG_00008684.png,614.2,376.62,1081.78,552.61,612.79,560.68,1084.5,680.06
FIG_00008685,2605.29327v1,ML,cs.LG,4,figures/ML/FIG_00008685.png,110.84,135.29,576.89,288.03,108.7,292.56,581.07,352.41
FIG_00008686,2605.29327v1,ML,cs.LG,5,figures/ML/FIG_00008686.png,110.86,595.94,577.39,750.51,108.21,760.77,580.18,802.37
FIG_00008687,2605.29327v1,ML,cs.LG,6,figures/ML/FIG_00008687.png,615.53,158.91,1082.86,400.97,612.45,409.21,1083.64,450.15
FIG_00008688,2605.29327v1,ML,cs.LG,26,figures/ML/FIG_00008688.png,233.04,187.39,961.07,457.26,107.95,474.87,1086.41,556.03
FIG_00008689,2605.29327v1,ML,cs.LG,32,figures/ML/FIG_00008689.png,111.96,574.73,1080.27,815.82,395.87,827.64,796.08,850.25
