query_index,candidate_index,query_figure_id,candidate_figure_id,query_paper_id,candidate_paper_id,query_field,candidate_field,similarity,rank
3564,3565,FIG_00003565,FIG_00003566,2605.28114v1,2605.28114v1,AI,AI,0.9993740320205688,1
3569,33273,FIG_00003570,FIG_00033274,2605.28104v1,2512.12198v1,AI,BIOINFO,0.9583302140235901,1
3569,7836,FIG_00003570,FIG_00007837,2605.28104v1,2605.30292v1,AI,ML,0.9578932523727417,2
3569,16827,FIG_00003570,FIG_00016828,2605.28104v1,2604.07402v1,AI,IMAGING,0.9563119411468506,3
3569,25064,FIG_00003570,FIG_00025065,2605.28104v1,2605.16412v1,AI,ROBOTICS,0.9550827741622925,4
3569,32284,FIG_00003570,FIG_00032285,2605.28104v1,2601.12801v1,AI,BIOINFO,0.9539072513580322,5
3569,9525,FIG_00003570,FIG_00009526,2605.28104v1,2605.28300v1,AI,ML,0.9528583288192749,6
3569,6049,FIG_00003570,FIG_00006050,2605.28104v1,2605.30711v1,AI,AI,0.9528350234031677,7
3569,29293,FIG_00003570,FIG_00029294,2605.28104v1,2605.09506v1,AI,BIOINFO,0.9526861310005188,8
3569,8790,FIG_00003570,FIG_00008791,2605.28104v1,2605.29139v1,AI,ML,0.9525715112686157,9
3569,19346,FIG_00003570,FIG_00019347,2605.28104v1,2602.22691v1,AI,IMAGING,0.9522162079811096,10
3569,7607,FIG_00003570,FIG_00007608,2605.28104v1,2605.30622v1,AI,ML,0.9506902694702148,11
3569,7757,FIG_00003570,FIG_00007758,2605.28104v1,2605.30524v1,AI,ML,0.9502570629119873,12
3570,25366,FIG_00003571,FIG_00025367,2605.28104v1,2605.13105v1,AI,ROBOTICS,0.9662444591522217,1
3570,14517,FIG_00003571,FIG_00014518,2605.28104v1,2605.21553v1,AI,IMAGING,0.9659094214439392,2
3570,13302,FIG_00003571,FIG_00013303,2605.28104v1,2605.29287v1,AI,CV,0.9603621959686279,3
3570,7606,FIG_00003571,FIG_00007607,2605.28104v1,2605.30622v1,AI,ML,0.9561905860900879,4
3570,4485,FIG_00003571,FIG_00004486,2605.28104v1,2605.27724v1,AI,AI,0.9555848240852356,5
3570,25482,FIG_00003571,FIG_00025483,2605.28104v1,2605.12786v1,AI,ROBOTICS,0.9539495706558228,6
3570,18936,FIG_00003571,FIG_00018937,2605.28104v1,2603.03682v1,AI,IMAGING,0.9536557197570801,7
3570,23489,FIG_00003571,FIG_00023490,2605.28104v1,2605.19138v2,AI,ROBOTICS,0.95361328125,8
3570,12710,FIG_00003571,FIG_00012711,2605.28104v1,2605.30174v1,AI,CV,0.9531958103179932,9
3570,9181,FIG_00003571,FIG_00009182,2605.28104v1,2605.28649v1,AI,ML,0.9519992470741272,10
3570,6859,FIG_00003571,FIG_00006860,2605.28104v1,2605.31187v1,AI,ML,0.9504139423370361,11
3573,10840,FIG_00003574,FIG_00010841,2605.28101v1,2605.26718v1,AI,ML,0.9560831785202026,1
3573,3578,FIG_00003574,FIG_00003579,2605.28101v1,2605.28101v1,AI,AI,0.9541440010070801,2
3576,3578,FIG_00003577,FIG_00003579,2605.28101v1,2605.28101v1,AI,AI,0.9872391223907471,1
3576,32284,FIG_00003577,FIG_00032285,2605.28101v1,2601.12801v1,AI,BIOINFO,0.9655108451843262,2
3576,3580,FIG_00003577,FIG_00003581,2605.28101v1,2605.28101v1,AI,AI,0.9648619890213013,3
3576,32401,FIG_00003577,FIG_00032402,2605.28101v1,2601.08996v1,AI,BIOINFO,0.9593545794487,4
3576,7303,FIG_00003577,FIG_00007304,2605.28101v1,2605.30858v1,AI,ML,0.9565265774726868,5
3576,7650,FIG_00003577,FIG_00007651,2605.28101v1,2605.30600v1,AI,ML,0.9559983611106873,6
3576,10841,FIG_00003577,FIG_00010842,2605.28101v1,2605.26718v1,AI,ML,0.9559358358383179,7
3576,32403,FIG_00003577,FIG_00032404,2605.28101v1,2601.08996v1,AI,BIOINFO,0.955212414264679,8
3576,29293,FIG_00003577,FIG_00029294,2605.28101v1,2605.09506v1,AI,BIOINFO,0.9545974731445312,9
3576,29007,FIG_00003577,FIG_00029008,2605.28101v1,2605.18552v1,AI,BIOINFO,0.9528093338012695,10
3576,10426,FIG_00003577,FIG_00010427,2605.28101v1,2605.27281v1,AI,ML,0.9526376724243164,11
3576,21624,FIG_00003577,FIG_00021625,2605.28101v1,2605.25584v1,AI,ROBOTICS,0.9523732662200928,12
3577,3579,FIG_00003578,FIG_00003580,2605.28101v1,2605.28101v1,AI,AI,0.9884755611419678,1
3577,4333,FIG_00003578,FIG_00004334,2605.28101v1,2605.27805v1,AI,AI,0.9663106799125671,2
3577,4319,FIG_00003578,FIG_00004320,2605.28101v1,2605.27805v1,AI,AI,0.9568934440612793,3
3577,17860,FIG_00003578,FIG_00017861,2605.28101v1,2603.21510v2,AI,IMAGING,0.9517067670822144,4
3578,3580,FIG_00003579,FIG_00003581,2605.28101v1,2605.28101v1,AI,AI,0.9670376777648926,1
3578,32284,FIG_00003579,FIG_00032285,2605.28101v1,2601.12801v1,AI,BIOINFO,0.9668542146682739,2
3578,7303,FIG_00003579,FIG_00007304,2605.28101v1,2605.30858v1,AI,ML,0.964188814163208,3
3578,10841,FIG_00003579,FIG_00010842,2605.28101v1,2605.26718v1,AI,ML,0.9618739485740662,4
3578,10426,FIG_00003579,FIG_00010427,2605.28101v1,2605.27281v1,AI,ML,0.9617252349853516,5
3578,29007,FIG_00003579,FIG_00029008,2605.28101v1,2605.18552v1,AI,BIOINFO,0.9592206478118896,6
3578,10729,FIG_00003579,FIG_00010730,2605.28101v1,2605.27474v2,AI,ML,0.9590250849723816,7
3578,7836,FIG_00003579,FIG_00007837,2605.28101v1,2605.30292v1,AI,ML,0.9589898586273193,8
3578,23512,FIG_00003579,FIG_00023513,2605.28101v1,2605.19120v1,AI,ROBOTICS,0.9584773778915405,9
3578,11801,FIG_00003579,FIG_00011802,2605.28101v1,2605.25966v1,AI,ML,0.9565927982330322,10
3578,29293,FIG_00003579,FIG_00029294,2605.28101v1,2605.09506v1,AI,BIOINFO,0.9565660953521729,11
3578,19338,FIG_00003579,FIG_00019339,2605.28101v1,2602.22974v1,AI,IMAGING,0.9560781717300415,12
3578,19337,FIG_00003579,FIG_00019338,2605.28101v1,2602.22974v1,AI,IMAGING,0.9560781717300415,13
3578,3582,FIG_00003579,FIG_00003583,2605.28101v1,2605.28101v1,AI,AI,0.955939531326294,14
3579,4333,FIG_00003580,FIG_00004334,2605.28101v1,2605.27805v1,AI,AI,0.9617882966995239,1
3579,33893,FIG_00003580,FIG_00033894,2605.28101v1,2512.00283v3,AI,BIOINFO,0.9500724077224731,2
3582,14634,FIG_00003583,FIG_00014635,2605.28101v1,2605.19160v1,AI,IMAGING,0.9623389840126038,1
3582,14632,FIG_00003583,FIG_00014633,2605.28101v1,2605.19160v1,AI,IMAGING,0.9602534770965576,2
3582,22339,FIG_00003583,FIG_00022340,2605.28101v1,2605.22493v1,AI,ROBOTICS,0.9598360061645508,3
3582,23014,FIG_00003583,FIG_00023015,2605.28101v1,2605.20595v1,AI,ROBOTICS,0.9582405090332031,4
3582,6049,FIG_00003583,FIG_00006050,2605.28101v1,2605.30711v1,AI,AI,0.9582242965698242,5
3582,10257,FIG_00003583,FIG_00010258,2605.28101v1,2605.27631v1,AI,ML,0.9574109315872192,6
3582,29031,FIG_00003583,FIG_00029032,2605.28101v1,2605.17186v1,AI,BIOINFO,0.9535167813301086,7
3582,6165,FIG_00003583,FIG_00006166,2605.28101v1,2605.30641v1,AI,AI,0.9521142244338989,8
3582,6166,FIG_00003583,FIG_00006167,2605.28101v1,2605.30641v1,AI,AI,0.9514918923377991,9
3582,32404,FIG_00003583,FIG_00032405,2605.28101v1,2601.08996v1,AI,BIOINFO,0.9509662389755249,10
3592,3598,FIG_00003593,FIG_00003599,2605.28098v1,2605.28098v1,AI,AI,0.9886987209320068,1
3593,3599,FIG_00003594,FIG_00003600,2605.28098v1,2605.28098v1,AI,AI,0.9874416589736938,1
3593,3594,FIG_00003594,FIG_00003595,2605.28098v1,2605.28098v1,AI,AI,0.9871602654457092,2
3593,3596,FIG_00003594,FIG_00003597,2605.28098v1,2605.28098v1,AI,AI,0.9853753447532654,3
3593,3601,FIG_00003594,FIG_00003602,2605.28098v1,2605.28098v1,AI,AI,0.966439962387085,4
3593,3597,FIG_00003594,FIG_00003598,2605.28098v1,2605.28098v1,AI,AI,0.9638004899024963,5
3593,3595,FIG_00003594,FIG_00003596,2605.28098v1,2605.28098v1,AI,AI,0.9624024629592896,6
3593,3602,FIG_00003594,FIG_00003603,2605.28098v1,2605.28098v1,AI,AI,0.9562259316444397,7
3593,3600,FIG_00003594,FIG_00003601,2605.28098v1,2605.28098v1,AI,AI,0.9536489844322205,8
3594,3599,FIG_00003595,FIG_00003600,2605.28098v1,2605.28098v1,AI,AI,0.9767137765884399,1
3594,3596,FIG_00003595,FIG_00003597,2605.28098v1,2605.28098v1,AI,AI,0.9763131141662598,2
3594,3601,FIG_00003595,FIG_00003602,2605.28098v1,2605.28098v1,AI,AI,0.9761141538619995,3
3594,3595,FIG_00003595,FIG_00003596,2605.28098v1,2605.28098v1,AI,AI,0.9724682569503784,4
3594,3597,FIG_00003595,FIG_00003598,2605.28098v1,2605.28098v1,AI,AI,0.968860387802124,5
3594,3600,FIG_00003595,FIG_00003601,2605.28098v1,2605.28098v1,AI,AI,0.9648269414901733,6
3595,3601,FIG_00003596,FIG_00003602,2605.28098v1,2605.28098v1,AI,AI,0.9861183166503906,1
3595,3597,FIG_00003596,FIG_00003598,2605.28098v1,2605.28098v1,AI,AI,0.9686189889907837,2
3595,3596,FIG_00003596,FIG_00003597,2605.28098v1,2605.28098v1,AI,AI,0.9572752714157104,3
3595,3599,FIG_00003596,FIG_00003600,2605.28098v1,2605.28098v1,AI,AI,0.9571154117584229,4
3595,3600,FIG_00003596,FIG_00003601,2605.28098v1,2605.28098v1,AI,AI,0.9538286924362183,5
3596,3599,FIG_00003597,FIG_00003600,2605.28098v1,2605.28098v1,AI,AI,0.9899765253067017,1
3596,3602,FIG_00003597,FIG_00003603,2605.28098v1,2605.28098v1,AI,AI,0.9599374532699585,2
3596,3601,FIG_00003597,FIG_00003602,2605.28098v1,2605.28098v1,AI,AI,0.9590789675712585,3
3596,3605,FIG_00003597,FIG_00003606,2605.28098v1,2605.28098v1,AI,AI,0.9583648443222046,4
3597,3600,FIG_00003598,FIG_00003601,2605.28098v1,2605.28098v1,AI,AI,0.9883389472961426,1
3597,3601,FIG_00003598,FIG_00003602,2605.28098v1,2605.28098v1,AI,AI,0.9628031253814697,2
3599,3601,FIG_00003600,FIG_00003602,2605.28098v1,2605.28098v1,AI,AI,0.9659051895141602,1
3599,3605,FIG_00003600,FIG_00003606,2605.28098v1,2605.28098v1,AI,AI,0.9534523487091064,2
3599,3602,FIG_00003600,FIG_00003603,2605.28098v1,2605.28098v1,AI,AI,0.9525166749954224,3
3602,3605,FIG_00003603,FIG_00003606,2605.28098v1,2605.28098v1,AI,AI,0.9880915880203247,1
3603,3604,FIG_00003604,FIG_00003605,2605.28098v1,2605.28098v1,AI,AI,0.9750978946685791,1
3608,25573,FIG_00003609,FIG_00025574,2605.28089v1,2605.16398v1,AI,ROBOTICS,0.9550908803939819,1
3609,19936,FIG_00003610,FIG_00019937,2605.28089v1,2602.13414v1,AI,IMAGING,0.9519667625427246,1
3618,3620,FIG_00003619,FIG_00003621,2605.28084v1,2605.28084v1,AI,AI,0.9905599355697632,1
3624,3625,FIG_00003625,FIG_00003626,2605.28078v1,2605.28078v1,AI,AI,0.9584448337554932,1
3633,6047,FIG_00003634,FIG_00006048,2605.28077v1,2605.30716v1,AI,AI,0.9533708095550537,1
3633,5660,FIG_00003634,FIG_00005661,2605.28077v1,2605.31061v1,AI,AI,0.9509098529815674,2
3633,5956,FIG_00003634,FIG_00005957,2605.28077v1,2605.30802v1,AI,AI,0.9503281116485596,3
3645,34674,FIG_00003646,FIG_00034675,2605.28889v1,2605.31526v1,AI,SIGNAL,0.9628175497055054,1
3645,34675,FIG_00003646,FIG_00034676,2605.28889v1,2605.31526v1,AI,SIGNAL,0.9587310552597046,2
3645,34676,FIG_00003646,FIG_00034677,2605.28889v1,2605.31526v1,AI,SIGNAL,0.9586256146430969,3
3645,13734,FIG_00003646,FIG_00013735,2605.28889v1,2605.31387v1,AI,ROBOTICS,0.9580696225166321,4
3645,6700,FIG_00003646,FIG_00006701,2605.28889v1,2605.27255v2,AI,AI,0.951866626739502,5
3645,5001,FIG_00003646,FIG_00005002,2605.28889v1,2605.27255v1,AI,AI,0.951866626739502,6
3645,27021,FIG_00003646,FIG_00027022,2605.28889v1,2605.08528v1,AI,ROBOTICS,0.9516083002090454,7
3645,6553,FIG_00003646,FIG_00006554,2605.28889v1,2605.30039v2,AI,AI,0.9512341022491455,8
3645,34678,FIG_00003646,FIG_00034679,2605.28889v1,2605.31526v1,AI,SIGNAL,0.9505305886268616,9
3645,15695,FIG_00003646,FIG_00015696,2605.28889v1,2604.27436v1,AI,IMAGING,0.9504464268684387,10
3645,6697,FIG_00003646,FIG_00006698,2605.28889v1,2605.27255v2,AI,AI,0.9501060843467712,11
3645,4998,FIG_00003646,FIG_00004999,2605.28889v1,2605.27255v1,AI,AI,0.9501060843467712,12
3660,3662,FIG_00003661,FIG_00003663,2605.28070v1,2605.28070v1,AI,AI,0.9947208166122437,1
3660,3661,FIG_00003661,FIG_00003662,2605.28070v1,2605.28070v1,AI,AI,0.9934771656990051,2
3660,3663,FIG_00003661,FIG_00003664,2605.28070v1,2605.28070v1,AI,AI,0.9734971523284912,3
3661,3662,FIG_00003662,FIG_00003663,2605.28070v1,2605.28070v1,AI,AI,0.9982490539550781,1
3661,3663,FIG_00003662,FIG_00003664,2605.28070v1,2605.28070v1,AI,AI,0.9701808094978333,2
3662,3663,FIG_00003663,FIG_00003664,2605.28070v1,2605.28070v1,AI,AI,0.974616527557373,1
3666,31822,FIG_00003667,FIG_00031823,2605.28069v1,2602.02920v1,AI,BIOINFO,0.9614102840423584,1
3666,26001,FIG_00003667,FIG_00026002,2605.28069v1,2605.11459v2,AI,ROBOTICS,0.9606048464775085,2
3666,29622,FIG_00003667,FIG_00029623,2605.28069v1,2605.00948v1,AI,BIOINFO,0.9582710266113281,3
3666,9086,FIG_00003667,FIG_00009087,2605.28069v1,2605.28711v2,AI,ML,0.9554614424705505,4
3666,17701,FIG_00003667,FIG_00017702,2605.28069v1,2603.23869v1,AI,IMAGING,0.9522377252578735,5
3666,18637,FIG_00003667,FIG_00018638,2605.28069v1,2603.09162v1,AI,IMAGING,0.9520387053489685,6
3666,12166,FIG_00003667,FIG_00012167,2605.28069v1,2605.31336v1,AI,CV,0.9511045813560486,7
3666,8304,FIG_00003667,FIG_00008305,2605.28069v1,2605.29901v1,AI,ML,0.9508657455444336,8
3666,30863,FIG_00003667,FIG_00030864,2605.28069v1,2603.11330v1,AI,BIOINFO,0.9503346085548401,9
3667,4238,FIG_00003668,FIG_00004239,2605.28069v1,2605.27850v1,AI,AI,0.9702214002609253,1
3667,9683,FIG_00003668,FIG_00009684,2605.28069v1,2605.28184v1,AI,ML,0.9671181440353394,2
3667,4100,FIG_00003668,FIG_00004101,2605.28069v1,2605.27899v1,AI,AI,0.9655140042304993,3
3667,24627,FIG_00003668,FIG_00024628,2605.28069v1,2605.15528v1,AI,ROBOTICS,0.964034914970398,4
3667,18809,FIG_00003668,FIG_00018810,2605.28069v1,2603.05756v1,AI,IMAGING,0.9634035229682922,5
3667,4203,FIG_00003668,FIG_00004204,2605.28069v1,2605.27860v1,AI,AI,0.9617564678192139,6
3667,9649,FIG_00003668,FIG_00009650,2605.28069v1,2605.28214v1,AI,ML,0.9617549777030945,7
3667,4097,FIG_00003668,FIG_00004098,2605.28069v1,2605.27899v1,AI,AI,0.9612452983856201,8
3667,33542,FIG_00003668,FIG_00033543,2605.28069v1,2512.04393v2,AI,BIOINFO,0.959909200668335,9
3667,6597,FIG_00003668,FIG_00006598,2605.28069v1,2605.29796v2,AI,AI,0.9596052765846252,10
3667,11403,FIG_00003668,FIG_00011404,2605.28069v1,2605.26315v1,AI,ML,0.9594789743423462,11
3667,32839,FIG_00003668,FIG_00032840,2605.28069v1,2512.21997v2,AI,BIOINFO,0.9592345356941223,12
3667,28465,FIG_00003668,FIG_00028466,2605.28069v1,2601.11680v2,AI,IMAGING,0.9592282176017761,13
3667,27644,FIG_00003668,FIG_00027645,2605.28069v1,2601.22755v2,AI,IMAGING,0.9587971568107605,14
3668,10993,FIG_00003669,FIG_00010994,2605.28069v1,2605.26582v1,AI,ML,0.9573413133621216,1
3668,9819,FIG_00003669,FIG_00009820,2605.28069v1,2605.28053v1,AI,ML,0.9541648626327515,2
3668,34352,FIG_00003669,FIG_00034353,2605.28069v1,2511.13791v1,AI,BIOINFO,0.9525705575942993,3
3668,32384,FIG_00003669,FIG_00032385,2605.28069v1,2601.10202v1,AI,BIOINFO,0.9509215354919434,4
3670,25764,FIG_00003671,FIG_00025765,2605.28069v1,2605.12162v1,AI,ROBOTICS,0.956825852394104,1
3670,29745,FIG_00003671,FIG_00029746,2605.28069v1,2604.24805v2,AI,BIOINFO,0.9543489217758179,2
3670,7687,FIG_00003671,FIG_00007688,2605.28069v1,2605.30580v1,AI,ML,0.9531371593475342,3
3672,3673,FIG_00003673,FIG_00003674,2605.28069v1,2605.28069v1,AI,AI,0.9615148305892944,1
3672,20429,FIG_00003673,FIG_00020430,2605.28069v1,2604.06180v1,AI,IMAGING,0.9594414234161377,2
3678,34874,FIG_00003679,FIG_00034875,2605.28066v1,2605.29164v1,AI,SIGNAL,0.9554541110992432,1
3678,34673,FIG_00003679,FIG_00034674,2605.28066v1,2605.31526v1,AI,SIGNAL,0.9546527862548828,2
3678,8366,FIG_00003679,FIG_00008367,2605.28066v1,2605.29809v1,AI,ML,0.9534424543380737,3
3678,11578,FIG_00003679,FIG_00011579,2605.28066v1,2605.26097v1,AI,ML,0.953331708908081,4
3678,4973,FIG_00003679,FIG_00004974,2605.28066v1,2605.28882v1,AI,AI,0.951601505279541,5
3678,8735,FIG_00003679,FIG_00008736,2605.28066v1,2605.29208v1,AI,ML,0.9510620832443237,6
3678,13140,FIG_00003679,FIG_00013141,2605.28066v1,2605.29496v1,AI,CV,0.9510504603385925,7
3678,34678,FIG_00003679,FIG_00034679,2605.28066v1,2605.31526v1,AI,SIGNAL,0.9508064985275269,8
3679,15716,FIG_00003680,FIG_00015717,2605.28066v1,2604.27323v1,AI,IMAGING,0.960146427154541,1
3679,6700,FIG_00003680,FIG_00006701,2605.28066v1,2605.27255v2,AI,AI,0.9555674195289612,2
3679,5001,FIG_00003680,FIG_00005002,2605.28066v1,2605.27255v1,AI,AI,0.9555674195289612,3
3679,15717,FIG_00003680,FIG_00015718,2605.28066v1,2604.27323v1,AI,IMAGING,0.952482283115387,4
3679,31889,FIG_00003680,FIG_00031890,2605.28066v1,2602.01845v1,AI,BIOINFO,0.9522037506103516,5
3679,12003,FIG_00003680,FIG_00012004,2605.28066v1,2605.31513v1,AI,CV,0.9513485431671143,6
3679,30249,FIG_00003680,FIG_00030250,2605.28066v1,2604.06269v2,AI,BIOINFO,0.9510719776153564,7
3680,23537,FIG_00003681,FIG_00023538,2605.28066v1,2605.19120v1,AI,ROBOTICS,0.9635927677154541,1
3680,22425,FIG_00003681,FIG_00022426,2605.28066v1,2605.22164v1,AI,ROBOTICS,0.9626494646072388,2
3680,20445,FIG_00003681,FIG_00020446,2605.28066v1,2602.06101v1,AI,IMAGING,0.960468053817749,3
3680,22424,FIG_00003681,FIG_00022425,2605.28066v1,2605.22164v1,AI,ROBOTICS,0.9602220058441162,4
3680,24061,FIG_00003681,FIG_00024062,2605.28066v1,2605.17284v1,AI,ROBOTICS,0.9598932266235352,5
3680,17961,FIG_00003681,FIG_00017962,2605.28066v1,2603.18544v1,AI,IMAGING,0.9598565101623535,6
3680,4762,FIG_00003681,FIG_00004763,2605.28066v1,2605.27566v1,AI,AI,0.9591765403747559,7
3680,22535,FIG_00003681,FIG_00022536,2605.28066v1,2605.21901v1,AI,ROBOTICS,0.9579137563705444,8
3680,13136,FIG_00003681,FIG_00013137,2605.28066v1,2605.29498v1,AI,CV,0.9578472375869751,9
3680,10792,FIG_00003681,FIG_00010793,2605.28066v1,2605.26802v1,AI,ML,0.9578357934951782,10
3680,8918,FIG_00003681,FIG_00008919,2605.28066v1,2605.29002v1,AI,ML,0.9570614099502563,11
3680,24117,FIG_00003681,FIG_00024118,2605.28066v1,2605.17204v1,AI,ROBOTICS,0.9568494558334351,12
3680,9753,FIG_00003681,FIG_00009754,2605.28066v1,2605.28137v1,AI,ML,0.9567712545394897,13
3680,14592,FIG_00003681,FIG_00014593,2605.28066v1,2605.21527v1,AI,IMAGING,0.9558175802230835,14
3680,33282,FIG_00003681,FIG_00033283,2605.28066v1,2512.12184v1,AI,BIOINFO,0.9547337293624878,15
3680,33280,FIG_00003681,FIG_00033281,2605.28066v1,2512.12184v1,AI,BIOINFO,0.9541594982147217,16
3681,3684,FIG_00003682,FIG_00003685,2605.28065v1,2605.28065v1,AI,AI,0.9764382839202881,1
3681,13116,FIG_00003682,FIG_00013117,2605.28065v1,2605.29538v1,AI,CV,0.9672428369522095,2
3681,30451,FIG_00003682,FIG_00030452,2605.28065v1,2603.27303v1,AI,BIOINFO,0.9553477764129639,3
3681,12438,FIG_00003682,FIG_00012439,2605.28065v1,2605.30671v1,AI,CV,0.9527183771133423,4
3684,15726,FIG_00003685,FIG_00015727,2605.28065v1,2604.26857v1,AI,IMAGING,0.9529998302459717,1
3684,12438,FIG_00003685,FIG_00012439,2605.28065v1,2605.30671v1,AI,CV,0.9505512714385986,2
3699,25764,FIG_00003700,FIG_00025765,2605.28063v1,2605.12162v1,AI,ROBOTICS,0.9677995443344116,1
3699,28384,FIG_00003700,FIG_00028385,2605.28063v1,2601.12261v1,AI,IMAGING,0.960159420967102,2
3699,10841,FIG_00003700,FIG_00010842,2605.28063v1,2605.26718v1,AI,ML,0.9588196277618408,3
3699,25064,FIG_00003700,FIG_00025065,2605.28063v1,2605.16412v1,AI,ROBOTICS,0.956933856010437,4
3699,7687,FIG_00003700,FIG_00007688,2605.28063v1,2605.30580v1,AI,ML,0.9560118913650513,5
3699,22829,FIG_00003700,FIG_00022830,2605.28063v1,2605.21026v1,AI,ROBOTICS,0.9549386501312256,6
3699,10729,FIG_00003700,FIG_00010730,2605.28063v1,2605.27474v2,AI,ML,0.9546045660972595,7
3699,12850,FIG_00003700,FIG_00012851,2605.28063v1,2605.30045v1,AI,CV,0.9541770815849304,8
3699,31693,FIG_00003700,FIG_00031694,2605.28063v1,2602.04883v2,AI,BIOINFO,0.9525780081748962,9
3699,7023,FIG_00003700,FIG_00007024,2605.28063v1,2605.31057v1,AI,ML,0.952457070350647,10
3706,9078,FIG_00003707,FIG_00009079,2605.28044v1,2605.28726v1,AI,ML,0.9591108560562134,1
3706,23534,FIG_00003707,FIG_00023535,2605.28044v1,2605.19120v1,AI,ROBOTICS,0.9571788311004639,2
3706,17961,FIG_00003707,FIG_00017962,2605.28044v1,2603.18544v1,AI,IMAGING,0.9547723531723022,3
3706,8019,FIG_00003707,FIG_00008020,2605.28044v1,2605.30190v1,AI,ML,0.9544057846069336,4
3706,4644,FIG_00003707,FIG_00004645,2605.28044v1,2605.27646v1,AI,AI,0.9542224407196045,5
3706,21349,FIG_00003707,FIG_00021350,2605.28044v1,2605.27114v2,AI,ROBOTICS,0.9530049562454224,6
3706,8599,FIG_00003707,FIG_00008600,2605.28044v1,2605.29494v1,AI,ML,0.9527744054794312,7
3706,8572,FIG_00003707,FIG_00008573,2605.28044v1,2605.29525v1,AI,ML,0.9512507915496826,8
3706,15728,FIG_00003707,FIG_00015729,2605.28044v1,2604.26857v1,AI,IMAGING,0.9501987099647522,9
3707,3708,FIG_00003708,FIG_00003709,2605.28044v1,2605.28044v1,AI,AI,0.9989945888519287,1
3707,9499,FIG_00003708,FIG_00009500,2605.28044v1,2605.28896v1,AI,ML,0.9580166339874268,2
3708,9499,FIG_00003709,FIG_00009500,2605.28044v1,2605.28896v1,AI,ML,0.9597675800323486,1
3710,3718,FIG_00003711,FIG_00003719,2605.28042v1,2605.28042v1,AI,AI,0.9611655473709106,1
3710,3715,FIG_00003711,FIG_00003716,2605.28042v1,2605.28042v1,AI,AI,0.955628514289856,2
3711,3717,FIG_00003712,FIG_00003718,2605.28042v1,2605.28042v1,AI,AI,0.9749302864074707,1
3713,3714,FIG_00003714,FIG_00003715,2605.28042v1,2605.28042v1,AI,AI,0.9807319641113281,1
3715,3718,FIG_00003716,FIG_00003719,2605.28042v1,2605.28042v1,AI,AI,0.9534656405448914,1
3721,3723,FIG_00003722,FIG_00003724,2605.28042v1,2605.28042v1,AI,AI,0.9536775946617126,1
3721,3724,FIG_00003722,FIG_00003725,2605.28042v1,2605.28042v1,AI,AI,0.9519772529602051,2
3722,3723,FIG_00003723,FIG_00003724,2605.28042v1,2605.28042v1,AI,AI,0.9570180177688599,1
3723,3724,FIG_00003724,FIG_00003725,2605.28042v1,2605.28042v1,AI,AI,0.9552606344223022,1
3725,3726,FIG_00003726,FIG_00003727,2605.28042v1,2605.28042v1,AI,AI,0.9952834844589233,1
3725,3727,FIG_00003726,FIG_00003728,2605.28042v1,2605.28042v1,AI,AI,0.9648683071136475,2
3726,3727,FIG_00003727,FIG_00003728,2605.28042v1,2605.28042v1,AI,AI,0.9688739776611328,1
3727,3728,FIG_00003728,FIG_00003729,2605.28042v1,2605.28042v1,AI,AI,0.9640703201293945,1
3741,11415,FIG_00003742,FIG_00011416,2605.28035v1,2605.26289v1,AI,ML,0.96541428565979,1
3741,27422,FIG_00003742,FIG_00027423,2605.28035v1,2605.06481v1,AI,ROBOTICS,0.9631069302558899,2
3741,10466,FIG_00003742,FIG_00010467,2605.28035v1,2605.27194v1,AI,ML,0.9614908695220947,3
3741,9957,FIG_00003742,FIG_00009958,2605.28035v1,2605.28886v1,AI,ML,0.9553505182266235,4
3741,29621,FIG_00003742,FIG_00029622,2605.28035v1,2605.00948v1,AI,BIOINFO,0.9514572620391846,5
3743,3744,FIG_00003744,FIG_00003745,2605.28035v1,2605.28035v1,AI,AI,0.9848011136054993,1
3755,8569,FIG_00003756,FIG_00008570,2605.28032v1,2605.29531v1,AI,ML,0.9550031423568726,1
3755,8830,FIG_00003756,FIG_00008831,2605.28032v1,2605.29108v1,AI,ML,0.9543914794921875,2
3755,16485,FIG_00003756,FIG_00016486,2605.28032v1,2604.12305v1,AI,IMAGING,0.9500800371170044,3
3759,3761,FIG_00003760,FIG_00003762,2605.28030v1,2605.28030v1,AI,AI,0.9787189364433289,1
3759,34809,FIG_00003760,FIG_00034810,2605.28030v1,2605.29679v1,AI,SIGNAL,0.9744411706924438,2
3759,19880,FIG_00003760,FIG_00019881,2605.28030v1,2602.13984v3,AI,IMAGING,0.9686579704284668,3
3759,6555,FIG_00003760,FIG_00006556,2605.28030v1,2605.30039v2,AI,AI,0.9669753909111023,4
3759,23632,FIG_00003760,FIG_00023633,2605.28030v1,2605.18746v2,AI,ROBOTICS,0.9668424725532532,5
3759,9357,FIG_00003760,FIG_00009358,2605.28030v1,2605.28561v1,AI,ML,0.9657201766967773,6
3759,7563,FIG_00003760,FIG_00007564,2605.28030v1,2605.30642v1,AI,ML,0.9627714157104492,7
3759,13458,FIG_00003760,FIG_00013459,2605.28030v1,2605.28962v1,AI,CV,0.9607948064804077,8
3759,19881,FIG_00003760,FIG_00019882,2605.28030v1,2602.13984v3,AI,IMAGING,0.9605364799499512,9
3759,26744,FIG_00003760,FIG_00026745,2605.28030v1,2605.09376v1,AI,ROBOTICS,0.9599688053131104,10
